tour_id,person_id,population_group,role,classification_source,activity_purpose,tour_leg_count,manifest_ride_leg_count,leg_sequences,tour_departure_time_s,departure_period,origin_tcs_zone,first_destination_tcs_zone,second_destination_tcs_zone,tcs26_tour_chain,tour_distance_km,distance_band,household_id,age,sex,dcca,grid_id,tcs_zone,household_private_vehicle_count,potential_household_vehicle_access,is_designated_driver,assigned_vehicle_count,income_band_tcs,housing_type,visitor_day_kind,candidate_leg_count,low_selected_as_taxi,low_classification,base_selected_as_taxi,base_classification,high_selected_as_taxi,high_classification
hk_person_06213398::unspecified_ride_tour,hk_person_06213398,resident,home_only,resident_discretionary_ride_assignment,shopping>leisure,3,3,0|1|2,37020.0,02_midday_1000_1559,19,10,6,19>10>6>19,11.766587254772972,03_10_20km,hk_hh_2292895,93,M,3717,871,19,1.0,True,False,0.0,5.0,private_permanent,,3,True,taxi,True,taxi,True,taxi
hk_person_06213403::unspecified_ride_tour,hk_person_06213403,resident,home_only,resident_discretionary_ride_assignment,shopping,2,2,0|1,50757.0,02_midday_1000_1559,19,8,-1,19>8>19,9.75841711275071,02_5_10km,hk_hh_2292896,64,M,3717,871,19,0.0,False,False,0.0,3.0,subsidised_home_ownership,,2,True,taxi,True,taxi,True,taxi
hk_person_06213732::unspecified_ride_tour,hk_person_06213732,resident,work_home,resident_discretionary_ride_assignment,dining,2,2,0|1,52552.0,02_midday_1000_1559,19,19,-1,19>19>19,1.5922726698966312,00_0_2km,hk_hh_2293017,55,M,3717,871,19,0.0,False,False,0.0,5.0,subsidised_home_ownership,,2,True,taxi,True,taxi,True,taxi
hk_person_06214533::unspecified_ride_tour,hk_person_06214533,resident,home_only,resident_discretionary_ride_assignment,dining,2,2,0|1,40382.0,02_midday_1000_1559,19,19,-1,19>19>19,8.808953283383802,02_5_10km,hk_hh_2293287,94,F,3717,871,19,0.0,False,False,0.0,3.0,subsidised_home_ownership,,2,True,taxi,True,taxi,True,taxi
hk_person_06215191::unspecified_ride_tour,hk_person_06215191,resident,home_only,resident_discretionary_ride_assignment,shopping,2,2,0|1,52665.0,02_midday_1000_1559,19,14,-1,19>14>19,40.89790249619272,04_20km_plus,hk_hh_2293515,62,M,3717,871,19,0.0,False,False,0.0,3.0,subsidised_home_ownership,,2,True,taxi,True,taxi,True,taxi
hk_person_06215441::unspecified_ride_tour,hk_person_06215441,resident,fixed_worker,resident_discretionary_ride_assignment,dining>leisure,3,3,2|3|4,76243.0,04_night_2000_2359,19,19,7,19>19>7>19,22.004050031218487,04_20km_plus,hk_hh_2293593,53,F,3717,871,19,0.0,False,False,0.0,5.0,subsidised_home_ownership,,3,True,taxi,True,taxi,True,taxi
hk_person_06216760::unspecified_ride_tour,hk_person_06216760,resident,home_only,resident_discretionary_ride_assignment,dining,2,2,0|1,38492.0,02_midday_1000_1559,19,2,-1,19>2>19,19.409615611114752,03_10_20km,hk_hh_2294042,89,F,3717,871,19,0.0,False,False,0.0,1.0,public_rental,,2,True,taxi,True,taxi,True,taxi
hk_person_06217214::unspecified_ride_tour,hk_person_06217214,resident,work_home,resident_discretionary_ride_assignment,medical>personal_business,3,3,0|1|2,33617.0,01_morning_0600_0959,19,8,3,19>8>3>19,19.066605772175283,03_10_20km,hk_hh_2294206,72,F,3717,871,19,0.0,False,False,0.0,1.0,subsidised_home_ownership,,3,True,taxi,True,taxi,True,taxi
hk_person_06217347::unspecified_ride_tour,hk_person_06217347,resident,fixed_worker,resident_discretionary_ride_assignment,leisure,2,2,2|3,64656.0,03_evening_peak_1600_1959,19,8,-1,19>8>19,15.49185710303346,03_10_20km,hk_hh_2294250,56,F,3717,871,19,0.0,False,False,0.0,3.0,private_permanent,,2,True,taxi,True,taxi,True,taxi
hk_person_06217710::unspecified_ride_tour,hk_person_06217710,resident,fixed_worker,resident_discretionary_ride_assignment,social>shopping,3,3,2|3|4,66187.0,03_evening_peak_1600_1959,19,19,18,19>19>18>19,35.40329800714032,04_20km_plus,hk_hh_2294372,20,F,3717,871,19,0.0,False,False,0.0,5.0,private_permanent,,3,True,taxi,True,taxi,True,taxi
hk_person_06217761::unspecified_ride_tour,hk_person_06217761,resident,home_only,resident_discretionary_ride_assignment,leisure>medical,3,3,0|1|2,39852.0,02_midday_1000_1559,19,5,1,19>5>1>19,20.12981608938385,04_20km_plus,hk_hh_2294394,87,M,3717,871,19,0.0,False,False,0.0,5.0,subsidised_home_ownership,,3,True,taxi,True,taxi,True,taxi
hk_person_06217773::unspecified_ride_tour,hk_person_06217773,resident,home_only,resident_discretionary_ride_assignment,shopping>social,3,3,0|1|2,36434.0,02_midday_1000_1559,19,9,8,19>9>8>19,14.150455671884348,03_10_20km,hk_hh_2294397,82,M,3717,871,19,1.0,True,False,0.0,4.0,subsidised_home_ownership,,3,True,taxi,True,taxi,True,taxi
hk_person_06217779::unspecified_ride_tour,hk_person_06217779,resident,day_school_student,resident_discretionary_ride_assignment,leisure,2,2,2|3,54856.0,02_midday_1000_1559,19,19,-1,19>19>19,6.3166879600826285,02_5_10km,hk_hh_2294398,8,F,3717,871,19,0.0,False,False,0.0,2.0,public_rental,,2,True,taxi,True,taxi,True,taxi
hk_person_06218275::unspecified_ride_tour,hk_person_06218275,resident,fixed_worker,resident_discretionary_ride_assignment,leisure,2,2,2|3,65988.0,03_evening_peak_1600_1959,19,19,-1,19>19>19,9.73147691296696,02_5_10km,hk_hh_2294565,46,F,3717,871,19,0.0,False,False,0.0,4.0,subsidised_home_ownership,,2,False,other_ride,True,taxi,True,taxi
hk_person_06218813::unspecified_ride_tour,hk_person_06218813,resident,home_only,resident_discretionary_ride_assignment,shopping,2,2,0|1,39647.0,02_midday_1000_1559,19,7,-1,19>7>19,8.34997966989505,02_5_10km,hk_hh_2294751,83,F,3717,871,19,0.0,False,False,0.0,4.0,private_permanent,,2,True,taxi,True,taxi,True,taxi
hk_person_06219043::unspecified_ride_tour,hk_person_06219043,resident,tertiary_student,resident_discretionary_ride_assignment,dining>leisure,3,3,2|3|4,63862.0,03_evening_peak_1600_1959,19,19,11,19>19>11>19,15.575469186182389,03_10_20km,hk_hh_2294824,27,F,3717,871,19,0.0,False,False,0.0,3.0,private_permanent,,3,True,taxi,True,taxi,True,taxi
hk_person_06220776::unspecified_ride_tour,hk_person_06220776,resident,fixed_worker,resident_discretionary_ride_assignment,leisure,2,2,2|3,71266.0,03_evening_peak_1600_1959,19,19,-1,19>19>19,3.9855076691555347,01_2_5km,hk_hh_2295425,30,M,3717,871,19,0.0,False,False,0.0,3.0,subsidised_home_ownership,,2,True,taxi,True,taxi,True,taxi
hk_person_06221650::unspecified_ride_tour,hk_person_06221650,resident,home_only,resident_discretionary_ride_assignment,leisure>shopping,3,3,0|1|2,38084.0,02_midday_1000_1559,19,8,5,19>8>5>19,15.462945101513691,03_10_20km,hk_hh_2295719,89,M,3717,871,19,0.0,False,False,0.0,5.0,private_permanent,,3,True,taxi,True,taxi,True,taxi
hk_person_06222041::unspecified_ride_tour,hk_person_06222041,resident,fixed_worker,resident_discretionary_ride_assignment,dining>leisure,3,3,2|3|4,65889.0,03_evening_peak_1600_1959,19,9,8,19>9>8>19,16.72411209188491,03_10_20km,hk_hh_2295861,55,F,3717,871,19,0.0,False,False,0.0,2.0,subsidised_home_ownership,,3,True,taxi,True,taxi,True,taxi
hk_person_06223921::unspecified_ride_tour,hk_person_06223921,resident,home_only,resident_discretionary_ride_assignment,dining>personal_business,3,3,0|1|2,50222.0,02_midday_1000_1559,19,7,5,19>7>5>19,13.106801004153395,03_10_20km,hk_hh_2296508,55,F,3717,871,19,0.0,False,False,0.0,5.0,private_permanent,,3,True,taxi,True,taxi,True,taxi
hk_person_06224951::unspecified_ride_tour,hk_person_06224951,resident,work_home,resident_discretionary_ride_assignment,social,2,2,0|1,50147.0,02_midday_1000_1559,19,19,-1,19>19>19,5.684258273262933,02_5_10km,hk_hh_2296862,58,F,3717,871,19,0.0,False,False,0.0,2.0,subsidised_home_ownership,,2,True,taxi,True,taxi,True,taxi
hk_person_06225222::unspecified_ride_tour,hk_person_06225222,resident,home_only,resident_discretionary_ride_assignment,social>leisure,3,3,0|1|2,51365.0,02_midday_1000_1559,19,19,19,19>19>19>19,6.434274866161626,02_5_10km,hk_hh_2296952,51,F,3717,871,19,0.0,False,False,0.0,5.0,subsidised_home_ownership,,3,True,taxi,True,taxi,True,taxi
hk_person_06225442::unspecified_ride_tour,hk_person_06225442,resident,work_mobile,resident_discretionary_ride_assignment,shopping,2,2,2|3,70886.0,03_evening_peak_1600_1959,19,12,-1,19>12>19,10.23381120388157,03_10_20km,hk_hh_2297029,73,M,3717,871,19,0.0,False,False,0.0,2.0,subsidised_home_ownership,,2,False,other_ride,True,taxi,True,taxi
hk_person_06226495::unspecified_ride_tour,hk_person_06226495,resident,fixed_worker,resident_discretionary_ride_assignment,shopping,2,2,2|3,67016.0,03_evening_peak_1600_1959,19,2,-1,19>2>19,20.972854166990405,04_20km_plus,hk_hh_2297385,37,F,3718,912,19,0.0,False,False,0.0,4.0,public_rental,,2,True,taxi,True,taxi,True,taxi
hk_person_06226666::unspecified_ride_tour,hk_person_06226666,resident,fixed_worker,resident_discretionary_ride_assignment,personal_business,2,2,2|3,61784.0,03_evening_peak_1600_1959,19,18,-1,19>18>19,31.166945902393987,04_20km_plus,hk_hh_2297445,63,M,3718,912,19,0.0,False,False,0.0,2.0,public_rental,,2,True,taxi,True,taxi,True,taxi
hk_person_06227242::unspecified_ride_tour,hk_person_06227242,resident,home_only,resident_discretionary_ride_assignment,shopping,2,2,0|1,45346.0,02_midday_1000_1559,19,23,-1,19>23>19,40.736466983207244,04_20km_plus,hk_hh_2297640,54,M,3718,911,19,0.0,False,False,0.0,1.0,public_rental,,2,False,other_ride,True,taxi,True,taxi
hk_person_06227833::unspecified_ride_tour,hk_person_06227833,resident,home_only,resident_discretionary_ride_assignment,leisure>dining,3,3,0|1|2,46523.0,02_midday_1000_1559,19,1,11,19>1>11>19,28.38571316932492,04_20km_plus,hk_hh_2297842,47,F,3718,911,19,0.0,False,False,0.0,2.0,public_rental,,3,False,other_ride,True,taxi,True,taxi
hk_person_06227843::unspecified_ride_tour,hk_person_06227843,resident,home_only,resident_discretionary_ride_assignment,medical,2,2,0|1,45531.0,02_midday_1000_1559,19,11,-1,19>11>19,12.784736451094336,03_10_20km,hk_hh_2297846,54,M,3718,912,19,0.0,False,False,0.0,1.0,public_rental,,2,True,taxi,True,taxi,True,taxi
hk_person_06229110::unspecified_ride_tour,hk_person_06229110,resident,home_only,resident_discretionary_ride_assignment,personal_business,2,2,0|1,56163.0,02_midday_1000_1559,19,19,-1,19>19>19,0.4343589016515369,00_0_2km,hk_hh_2298283,30,M,3718,911,19,0.0,False,False,0.0,5.0,public_rental,,2,True,taxi,True,taxi,True,taxi
hk_person_06229584::unspecified_ride_tour,hk_person_06229584,resident,home_only,resident_discretionary_ride_assignment,shopping,2,2,0|1,46607.0,02_midday_1000_1559,19,11,-1,19>11>19,12.515773045383844,03_10_20km,hk_hh_2298447,51,M,3718,912,19,0.0,False,False,0.0,3.0,public_rental,,2,True,taxi,True,taxi,True,taxi
hk_person_06229861::unspecified_ride_tour,hk_person_06229861,resident,work_mobile,resident_discretionary_ride_assignment,personal_business,2,2,2|3,65479.0,03_evening_peak_1600_1959,19,1,-1,19>1>19,20.8887281532005,04_20km_plus,hk_hh_2298546,73,M,3718,912,19,0.0,False,False,0.0,1.0,public_rental,,2,True,taxi,True,taxi,True,taxi
hk_person_06231220::unspecified_ride_tour,hk_person_06231220,resident,home_only,resident_discretionary_ride_assignment,shopping,2,2,0|1,38026.0,02_midday_1000_1559,19,9,-1,19>9>19,17.03808705971296,03_10_20km,hk_hh_2299022,92,M,3718,912,19,0.0,False,False,0.0,1.0,public_rental,,2,True,taxi,False,other_ride,True,taxi
hk_person_06233383::unspecified_ride_tour,hk_person_06233383,resident,home_only,resident_discretionary_ride_assignment,personal_business,2,2,0|1,47830.0,02_midday_1000_1559,19,7,-1,19>7>19,7.699397464684178,02_5_10km,hk_hh_2299749,33,F,3718,911,19,0.0,False,False,0.0,4.0,public_rental,,2,False,other_ride,False,other_ride,True,taxi
hk_person_06233930::unspecified_ride_tour,hk_person_06233930,resident,home_only,resident_discretionary_ride_assignment,medical>personal_business,3,3,0|1|2,39240.0,02_midday_1000_1559,19,13,13,19>13>13>19,17.048458038597254,03_10_20km,hk_hh_2299935,93,M,3718,912,19,0.0,False,False,0.0,3.0,public_rental,,3,True,taxi,True,taxi,True,taxi
hk_person_06233931::unspecified_ride_tour,hk_person_06233931,resident,home_only,resident_discretionary_ride_assignment,leisure,2,2,0|1,57581.0,02_midday_1000_1559,19,19,-1,19>19>19,2.8408594681242954,01_2_5km,hk_hh_2299935,41,F,3718,912,19,0.0,False,False,0.0,3.0,public_rental,,2,True,taxi,True,taxi,True,taxi
hk_person_06235894::unspecified_ride_tour,hk_person_06235894,resident,home_only,resident_discretionary_ride_assignment,personal_business,2,2,0|1,51548.0,02_midday_1000_1559,19,5,-1,19>5>19,13.351985500774616,03_10_20km,hk_hh_2300608,55,M,3718,912,19,0.0,False,False,0.0,3.0,public_rental,,2,False,other_ride,True,taxi,True,taxi
hk_person_06236395::unspecified_ride_tour,hk_person_06236395,resident,fixed_worker,resident_discretionary_ride_assignment,shopping,2,2,2|3,67039.0,03_evening_peak_1600_1959,19,9,-1,19>9>19,16.54198282958903,03_10_20km,hk_hh_2300786,55,F,3718,912,19,0.0,False,False,0.0,5.0,private_permanent,,2,True,taxi,True,taxi,True,taxi
hk_person_06236707::unspecified_ride_tour,hk_person_06236707,resident,home_only,resident_discretionary_ride_assignment,social,2,2,0|1,30600.0,01_morning_0600_0959,19,19,-1,19>19>19,10.820405724912266,03_10_20km,hk_hh_2300888,89,M,3718,912,19,0.0,False,False,0.0,2.0,public_rental,,2,True,taxi,True,taxi,True,taxi
hk_person_06236835::unspecified_ride_tour,hk_person_06236835,resident,home_only,resident_discretionary_ride_assignment,shopping,2,2,0|1,44921.0,02_midday_1000_1559,19,3,-1,19>3>19,16.85082922611983,03_10_20km,hk_hh_2300935,33,F,3718,911,19,0.0,False,False,0.0,4.0,public_rental,,2,True,taxi,True,taxi,True,taxi
hk_person_06236880::unspecified_ride_tour,hk_person_06236880,resident,fixed_worker,resident_discretionary_ride_assignment,personal_business,2,2,2|3,65476.0,03_evening_peak_1600_1959,19,19,-1,19>19>19,1.4364439371532665,00_0_2km,hk_hh_2300950,41,M,3718,912,19,0.0,False,False,0.0,5.0,private_permanent,,2,False,other_ride,True,taxi,True,taxi
hk_person_06237304::unspecified_ride_tour,hk_person_06237304,resident,home_only,resident_discretionary_ride_assignment,shopping>dining,3,3,0|1|2,60516.0,03_evening_peak_1600_1959,19,3,6,19>3>6>19,23.607905629553596,04_20km_plus,hk_hh_2301102,62,F,3718,912,19,0.0,False,False,0.0,2.0,public_rental,,3,True,taxi,False,other_ride,True,taxi
hk_person_06237678::unspecified_ride_tour,hk_person_06237678,resident,home_only,resident_discretionary_ride_assignment,medical,2,2,0|1,34108.0,01_morning_0600_0959,19,19,-1,19>19>19,1.8157221105496553,00_0_2km,hk_hh_2301229,92,F,3718,912,19,0.0,False,False,0.0,4.0,private_permanent,,2,False,other_ride,True,taxi,True,taxi
hk_person_06237900::unspecified_ride_tour,hk_person_06237900,resident,work_mobile,resident_discretionary_ride_assignment,shopping,2,2,2|3,68985.0,03_evening_peak_1600_1959,19,19,-1,19>19>19,3.2588248529611152,01_2_5km,hk_hh_2301302,72,F,3718,912,19,0.0,False,False,0.0,4.0,public_rental,,2,False,other_ride,True,taxi,True,taxi
hk_person_06238189::unspecified_ride_tour,hk_person_06238189,resident,home_only,resident_discretionary_ride_assignment,medical,2,2,0|1,52294.0,02_midday_1000_1559,19,5,-1,19>5>19,12.58721255808497,03_10_20km,hk_hh_2301401,34,M,3718,911,19,0.0,False,False,0.0,4.0,public_rental,,2,True,taxi,True,taxi,True,taxi
hk_person_06238419::unspecified_ride_tour,hk_person_06238419,resident,home_only,resident_discretionary_ride_assignment,medical,2,2,0|1,34397.0,01_morning_0600_0959,19,19,-1,19>19>19,6.021761234052247,02_5_10km,hk_hh_2301475,76,F,3718,912,19,1.0,True,False,0.0,4.0,private_permanent,,2,False,other_ride,True,taxi,True,taxi
hk_person_06239060::unspecified_ride_tour,hk_person_06239060,resident,work_mobile,resident_discretionary_ride_assignment,shopping>leisure,3,3,2|3|4,69194.0,03_evening_peak_1600_1959,19,19,5,19>19>5>19,13.319470137335678,03_10_20km,hk_hh_2301692,27,F,3718,911,19,0.0,False,False,0.0,5.0,public_rental,,3,True,taxi,True,taxi,True,taxi
hk_person_06241211::unspecified_ride_tour,hk_person_06241211,resident,fixed_worker,resident_discretionary_ride_assignment,shopping,2,2,2|3,62744.0,03_evening_peak_1600_1959,19,11,-1,19>11>19,16.02522379101464,03_10_20km,hk_hh_2302522,30,F,3719,912,19,0.0,False,False,0.0,4.0,private_permanent,,2,False,other_ride,True,taxi,True,taxi
hk_person_06241400::unspecified_ride_tour,hk_person_06241400,resident,home_only,resident_discretionary_ride_assignment,shopping>dining,3,3,0|1|2,54272.0,02_midday_1000_1559,19,19,22,19>19>22>19,56.012199272479094,04_20km_plus,hk_hh_2302595,38,M,3719,912,19,0.0,False,False,0.0,4.0,public_rental,,3,True,taxi,True,taxi,True,taxi
hk_person_06242431::unspecified_ride_tour,hk_person_06242431,resident,home_only,resident_discretionary_ride_assignment,leisure>dining,3,3,0|1|2,59149.0,03_evening_peak_1600_1959,19,1,4,19>1>4>19,32.76261622814234,04_20km_plus,hk_hh_2303013,46,M,3719,912,19,0.0,False,False,0.0,1.0,public_rental,,3,True,taxi,True,taxi,True,taxi
hk_person_06242538::unspecified_ride_tour,hk_person_06242538,resident,fixed_worker,resident_discretionary_ride_assignment,shopping,2,2,2|3,67639.0,03_evening_peak_1600_1959,19,21,-1,19>21>19,21.85894195098881,04_20km_plus,hk_hh_2303052,69,F,3719,912,19,0.0,False,False,0.0,3.0,public_rental,,2,False,other_ride,True,taxi,True,taxi
hk_person_06243960::unspecified_ride_tour,hk_person_06243960,resident,fixed_worker,resident_discretionary_ride_assignment,shopping>personal_business,3,3,2|3|4,67902.0,03_evening_peak_1600_1959,19,8,8,19>8>8>19,15.285742540728183,03_10_20km,hk_hh_2303631,31,M,3719,912,19,0.0,False,False,0.0,5.0,public_rental,,3,True,taxi,True,taxi,True,taxi
hk_person_06245265::unspecified_ride_tour,hk_person_06245265,resident,fixed_worker,resident_discretionary_ride_assignment,dining,2,2,2|3,64420.0,03_evening_peak_1600_1959,19,19,-1,19>19>19,5.752930856292416,02_5_10km,hk_hh_2304163,32,M,3719,912,19,0.0,False,False,0.0,2.0,public_rental,,2,True,taxi,True,taxi,True,taxi
hk_person_06245623::unspecified_ride_tour,hk_person_06245623,resident,home_only,resident_discretionary_ride_assignment,shopping,2,2,0|1,54397.0,02_midday_1000_1559,19,19,-1,19>19>19,1.7457419080811811,00_0_2km,hk_hh_2304313,42,M,3719,912,19,0.0,False,False,0.0,2.0,public_rental,,2,True,taxi,True,taxi,True,taxi
hk_person_06245823::unspecified_ride_tour,hk_person_06245823,resident,home_only,resident_discretionary_ride_assignment,dining,2,2,0|1,50675.0,02_midday_1000_1559,19,12,-1,19>12>19,10.407015062692357,03_10_20km,hk_hh_2304394,44,M,3719,912,19,0.0,False,False,0.0,5.0,private_permanent,,2,True,taxi,True,taxi,True,taxi
hk_person_06246025::unspecified_ride_tour,hk_person_06246025,resident,home_only,resident_discretionary_ride_assignment,leisure,2,2,0|1,38821.0,02_midday_1000_1559,19,12,-1,19>12>19,12.575825588455485,03_10_20km,hk_hh_2304477,77,F,3719,912,19,0.0,False,False,0.0,4.0,public_rental,,2,False,other_ride,True,taxi,True,taxi
hk_person_06246139::unspecified_ride_tour,hk_person_06246139,resident,home_only,resident_discretionary_ride_assignment,social>social,3,3,0|1|2,43232.0,02_midday_1000_1559,19,10,2,19>10>2>19,21.755885628440126,04_20km_plus,hk_hh_2304518,74,F,3719,912,19,0.0,False,False,0.0,1.0,public_rental,,3,True,taxi,True,taxi,True,taxi
hk_person_06246142::unspecified_ride_tour,hk_person_06246142,resident,home_only,resident_discretionary_ride_assignment,dining>shopping,3,3,0|1|2,36794.0,02_midday_1000_1559,19,25,19,19>25>19>19,18.345486611994065,03_10_20km,hk_hh_2304519,39,F,3719,912,19,0.0,False,False,0.0,5.0,public_rental,,3,False,other_ride,True,taxi,True,taxi
hk_person_06246626::unspecified_ride_tour,hk_person_06246626,resident,home_only,resident_discretionary_ride_assignment,shopping,2,2,0|1,34492.0,01_morning_0600_0959,19,2,-1,19>2>19,23.183218463145934,04_20km_plus,hk_hh_2304702,76,F,3719,912,19,0.0,False,False,0.0,2.0,public_rental,,2,True,taxi,True,taxi,True,taxi
hk_person_06247183::unspecified_ride_tour,hk_person_06247183,resident,home_only,resident_discretionary_ride_assignment,personal_business>leisure,3,3,0|1|2,37623.0,02_midday_1000_1559,19,19,16,19>19>16>19,46.374544832640964,04_20km_plus,hk_hh_2304919,75,F,3719,912,19,0.0,False,False,0.0,2.0,public_rental,,3,True,taxi,True,taxi,True,taxi
hk_person_06247245::unspecified_ride_tour,hk_person_06247245,resident,fixed_worker,resident_discretionary_ride_assignment,medical,2,2,2|3,72811.0,04_night_2000_2359,19,19,-1,19>19>19,4.145164195257889,01_2_5km,hk_hh_2304949,55,M,3719,912,19,0.0,False,False,0.0,2.0,public_rental,,2,True,taxi,True,taxi,True,taxi
hk_person_06247266::unspecified_ride_tour,hk_person_06247266,resident,home_only,resident_discretionary_ride_assignment,shopping,2,2,0|1,40848.0,02_midday_1000_1559,19,15,-1,19>15>19,37.43076693259182,04_20km_plus,hk_hh_2304957,45,M,3719,912,19,0.0,False,False,0.0,1.0,public_rental,,2,False,other_ride,False,other_ride,True,taxi
hk_person_06247287::unspecified_ride_tour,hk_person_06247287,resident,work_home,resident_discretionary_ride_assignment,shopping,2,2,0|1,41242.0,02_midday_1000_1559,19,3,-1,19>3>19,22.7385705636005,04_20km_plus,hk_hh_2304966,23,F,3719,912,19,0.0,False,False,0.0,3.0,public_rental,,2,True,taxi,True,taxi,True,taxi
hk_person_06247673::unspecified_ride_tour,hk_person_06247673,resident,work_mobile,resident_discretionary_ride_assignment,shopping,2,2,2|3,68533.0,03_evening_peak_1600_1959,19,2,-1,19>2>19,19.949484908896487,03_10_20km,hk_hh_2305121,30,F,3719,912,19,0.0,False,False,0.0,1.0,public_rental,,2,True,taxi,True,taxi,True,taxi
hk_person_06248199::unspecified_ride_tour,hk_person_06248199,resident,fixed_worker,resident_discretionary_ride_assignment,social,2,2,2|3,68961.0,03_evening_peak_1600_1959,19,19,-1,19>19>19,0.4992189688860781,00_0_2km,hk_hh_2305329,46,F,3719,912,19,0.0,False,False,0.0,1.0,public_rental,,2,True,taxi,True,taxi,True,taxi
hk_person_06248659::unspecified_ride_tour,hk_person_06248659,resident,home_only,resident_discretionary_ride_assignment,shopping,2,2,0|1,38480.0,02_midday_1000_1559,19,3,-1,19>3>19,18.626302948336292,03_10_20km,hk_hh_2305518,39,M,3719,912,19,0.0,False,False,0.0,2.0,public_rental,,2,False,other_ride,True,taxi,True,taxi
hk_person_06248752::unspecified_ride_tour,hk_person_06248752,resident,home_only,resident_discretionary_ride_assignment,shopping,2,2,0|1,35060.0,01_morning_0600_0959,19,7,-1,19>7>19,9.869100779718142,02_5_10km,hk_hh_2305555,94,M,3719,912,19,0.0,False,False,0.0,4.0,private_permanent,,2,False,other_ride,True,taxi,True,taxi
hk_person_06248774::unspecified_ride_tour,hk_person_06248774,resident,home_only,resident_discretionary_ride_assignment,dining>leisure,3,3,0|1|2,40005.0,02_midday_1000_1559,19,5,5,19>5>5>19,15.208534924873245,03_10_20km,hk_hh_2305567,86,M,3719,912,19,0.0,False,False,0.0,2.0,public_rental,,3,True,taxi,True,taxi,True,taxi
hk_person_06248993::unspecified_ride_tour,hk_person_06248993,resident,home_only,resident_discretionary_ride_assignment,dining>shopping,3,3,0|1|2,39565.0,02_midday_1000_1559,19,19,7,19>19>7>19,12.048825717044771,03_10_20km,hk_hh_2305656,81,M,3719,912,19,0.0,False,False,0.0,2.0,public_rental,,3,True,taxi,True,taxi,True,taxi
hk_person_06248996::unspecified_ride_tour,hk_person_06248996,resident,home_only,resident_discretionary_ride_assignment,social>medical,3,3,0|1|2,38598.0,02_midday_1000_1559,19,10,6,19>10>6>19,14.912807948927515,03_10_20km,hk_hh_2305658,75,F,3719,912,19,1.0,True,False,0.0,4.0,public_rental,,3,True,taxi,True,taxi,True,taxi
hk_person_06249185::unspecified_ride_tour,hk_person_06249185,resident,home_only,resident_discretionary_ride_assignment,leisure,2,2,0|1,47309.0,02_midday_1000_1559,19,4,-1,19>4>19,26.06818937807673,04_20km_plus,hk_hh_2305733,52,F,3719,912,19,0.0,False,False,0.0,5.0,private_permanent,,2,True,taxi,True,taxi,True,taxi
hk_person_06250189::unspecified_ride_tour,hk_person_06250189,resident,work_mobile,resident_discretionary_ride_assignment,dining,2,2,2|3,79200.0,04_night_2000_2359,19,11,-1,19>11>19,15.191742060891508,03_10_20km,hk_hh_2306121,32,F,3719,912,19,0.0,False,False,0.0,2.0,public_rental,,2,True,taxi,True,taxi,True,taxi
hk_person_06250307::unspecified_ride_tour,hk_person_06250307,resident,fixed_worker,resident_discretionary_ride_assignment,shopping>dining,3,3,2|3|4,72507.0,04_night_2000_2359,19,10,10,19>10>10>19,8.535192278316677,02_5_10km,hk_hh_2306177,56,M,3719,912,19,0.0,False,False,0.0,4.0,subsidised_home_ownership,,3,True,taxi,True,taxi,True,taxi
hk_person_06250552::unspecified_ride_tour,hk_person_06250552,resident,home_only,resident_discretionary_ride_assignment,leisure>medical,3,3,0|1|2,45285.0,02_midday_1000_1559,19,2,11,19>2>11>19,30.15961394989007,04_20km_plus,hk_hh_2306259,75,M,3719,912,19,0.0,False,False,0.0,1.0,public_rental,,3,False,other_ride,True,taxi,True,taxi
hk_person_06251023::unspecified_ride_tour,hk_person_06251023,resident,home_only,resident_discretionary_ride_assignment,leisure,2,2,0|1,39681.0,02_midday_1000_1559,19,2,-1,19>2>19,20.51061534915224,04_20km_plus,hk_hh_2306453,83,F,3719,912,19,0.0,False,False,0.0,1.0,public_rental,,2,False,other_ride,True,taxi,True,taxi
hk_person_06251213::unspecified_ride_tour,hk_person_06251213,resident,home_only,resident_discretionary_ride_assignment,personal_business>dining,3,3,0|1|2,41682.0,02_midday_1000_1559,19,19,1,19>19>1>19,26.534588997201986,04_20km_plus,hk_hh_2306527,52,F,3719,912,19,1.0,True,False,0.0,4.0,subsidised_home_ownership,,3,True,taxi,True,taxi,True,taxi
hk_person_06252349::unspecified_ride_tour,hk_person_06252349,resident,home_only,resident_discretionary_ride_assignment,dining,2,2,0|1,47720.0,02_midday_1000_1559,19,11,-1,19>11>19,11.552294633385356,03_10_20km,hk_hh_2306957,39,M,3719,872,19,0.0,False,False,0.0,3.0,public_rental,,2,True,taxi,True,taxi,True,taxi
hk_person_06252540::unspecified_ride_tour,hk_person_06252540,resident,home_only,resident_discretionary_ride_assignment,shopping,2,2,0|1,54289.0,02_midday_1000_1559,19,8,-1,19>8>19,9.332751775553023,02_5_10km,hk_hh_2307032,28,M,3719,912,19,0.0,False,False,0.0,2.0,public_rental,,2,True,taxi,False,other_ride,True,taxi
hk_person_06252590::unspecified_ride_tour,hk_person_06252590,resident,home_only,resident_discretionary_ride_assignment,leisure,2,2,0|1,32081.0,01_morning_0600_0959,19,11,-1,19>11>19,24.403763553384692,04_20km_plus,hk_hh_2307052,85,M,3719,912,19,0.0,False,False,0.0,2.0,subsidised_home_ownership,,2,True,taxi,False,other_ride,True,taxi
