matsim_line_id,matsim_route_id,official_operator,official_route_id,official_route_sequence,official_direction,route_franchise_scope_status,route_distance_m,stop_count,route_fallback_fare_hkd,fallback_level,fare_resolution_status,fare_resolution_method,fallback_reference_route_ids_json,fallback_reference_values_hkd_json,fallback_reference_count,official_published_fare_hkd,model_fare_hkd,cost_hkd,currency,cost_quality,model_assumption_used,anomaly_flag,anomaly_severity,anomaly_reason,audit_priority,selection_rationale,source_record_ids_json,source_file,source_sha256
line_bus_1317,bus_1317_2,KMB,1317,2,2,confirmed_franchised_route,25334.509999999995,20,11.5,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1317_2""]",[11.5],1,,11.5,11.5,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:9780;9781;9782;9783;9784;9785;9786;9787;9788;9789;9790;9791;9792;9793;9794;9795;9796;9797;9798;9799""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1318,bus_1318_1,KMB,1318,1,1,confirmed_franchised_route,11562.102999999997,29,6.7,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1318_1""]",[6.7],1,,6.7,6.7,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:9800;9801;9802;9803;9804;9805;9806;9807;9808;9809;9810;9811;9812;9813;9814;9815;9816;9817;9818;9819;9820;9821;9822;9823;9824;9825;9826;9827;9828""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1318,bus_1318_2,KMB,1318,2,2,confirmed_franchised_route,11228.352999999996,29,6.7,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1318_2""]",[6.7],1,,6.7,6.7,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:9829;9830;9831;9832;9833;9834;9835;9836;9837;9838;9839;9840;9841;9842;9843;9844;9845;9846;9847;9848;9849;9850;9851;9852;9853;9854;9855;9856;9857""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1319,bus_1319_1,KMB,1319,1,1,confirmed_franchised_route,36275.96000000002,25,11.5,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1319_1""]",[11.5],1,,11.5,11.5,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:9858;9859;9860;9861;9862;9863;9864;9865;9866;9867;9868;9869;9870;9871;9872;9873;9874;9875;9876;9877;9878;9879;9880;9881;9882""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1319,bus_1319_2,KMB,1319,2,2,confirmed_franchised_route,25999.305999999986,26,11.5,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1319_2""]",[11.5],1,,11.5,11.5,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:9883;9884;9885;9886;9887;9888;9889;9890;9891;9892;9893;9894;9895;9896;9897;9898;9899;9900;9901;9902;9903;9904;9905;9906;9907;9908""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1320,bus_1320_1,KMB,1320,1,1,confirmed_franchised_route,22347.71900000002,44,9.6,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1320_1""]",[9.6],1,,9.6,9.6,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:9909;9910;9911;9912;9913;9914;9915;9916;9917;9918;9919;9920;9921;9922;9923;9924;9925;9926;9927;9928;9929;9930;9931;9932;9933;9934;9935;9936;9937;9938;9939;9940;9941;9942;9943;9944;9945;9946;9947;9948;9949;9950;9951;9952""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1320,bus_1320_2,KMB,1320,2,2,confirmed_franchised_route,19884.493000000013,39,9.6,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1320_2""]",[9.6],1,,9.6,9.6,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:9953;9954;9955;9956;9957;9958;9959;9960;9961;9962;9963;9964;9965;9966;9967;9968;9969;9970;9971;9972;9973;9974;9975;9976;9977;9978;9979;9980;9981;9982;9983;9984;9985;9986;9987;9988;9989;9990;9991""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1322,bus_1322_1,KMB,1322,1,1,confirmed_franchised_route,16510.390999999992,34,8.6,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1322_1""]",[8.6],1,,8.6,8.6,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:9992;9993;9994;9995;9996;9997;9998;9999;10000;10001;10002;10003;10004;10005;10006;10007;10008;10009;10010;10011;10012;10013;10014;10015;10016;10017;10018;10019;10020;10021;10022;10023;10024;10025""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1322,bus_1322_2,KMB,1322,2,2,confirmed_franchised_route,16355.796,32,8.6,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1322_2""]",[8.6],1,,8.6,8.6,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:10026;10027;10028;10029;10030;10031;10032;10033;10034;10035;10036;10037;10038;10039;10040;10041;10042;10043;10044;10045;10046;10047;10048;10049;10050;10051;10052;10053;10054;10055;10056;10057""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1323,bus_1323_1,KMB,1323,1,1,confirmed_franchised_route,15986.854999999994,36,6.9,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1323_1""]",[6.9],1,,6.9,6.9,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:10058;10059;10060;10061;10062;10063;10064;10065;10066;10067;10068;10069;10070;10071;10072;10073;10074;10075;10076;10077;10078;10079;10080;10081;10082;10083;10084;10085;10086;10087;10088;10089;10090;10091;10092;10093""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1323,bus_1323_2,KMB,1323,2,2,confirmed_franchised_route,15903.059000000005,35,6.9,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1323_2""]",[6.9],1,,6.9,6.9,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:10094;10095;10096;10097;10098;10099;10100;10101;10102;10103;10104;10105;10106;10107;10108;10109;10110;10111;10112;10113;10114;10115;10116;10117;10118;10119;10120;10121;10122;10123;10124;10125;10126;10127;10128""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1324,bus_1324_1,KMB,1324,1,1,confirmed_franchised_route,22563.197999999982,24,6.7,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1324_1""]",[6.7],1,,6.7,6.7,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:10129;10130;10131;10132;10133;10134;10135;10136;10137;10138;10139;10140;10141;10142;10143;10144;10145;10146;10147;10148;10149;10150;10151;10152""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1324,bus_1324_2,KMB,1324,2,2,confirmed_franchised_route,10047.750000000004,23,6.7,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1324_2""]",[6.7],1,,6.7,6.7,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:10153;10154;10155;10156;10157;10158;10159;10160;10161;10162;10163;10164;10165;10166;10167;10168;10169;10170;10171;10172;10173;10174;10175""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1325,bus_1325_1,KMB,1325,1,1,confirmed_franchised_route,3599.8910000000005,8,4.6,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1325_1""]",[4.6],1,,4.6,4.6,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:10176;10177;10178;10179;10180;10181;10182;10183""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1326,bus_1326_1,KMB,1326,1,1,confirmed_franchised_route,24749.25399999999,27,5.8,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1326_1""]",[5.8],1,,5.8,5.8,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:10184;10185;10186;10187;10188;10189;10190;10191;10192;10193;10194;10195;10196;10197;10198;10199;10200;10201;10202;10203;10204;10205;10206;10207;10208;10209;10210""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1326,bus_1326_2,KMB,1326,2,2,confirmed_franchised_route,11221.411000000004,26,5.8,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1326_2""]",[5.8],1,,5.8,5.8,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:10211;10212;10213;10214;10215;10216;10217;10218;10219;10220;10221;10222;10223;10224;10225;10226;10227;10228;10229;10230;10231;10232;10233;10234;10235;10236""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1327,bus_1327_1,KMB,1327,1,1,confirmed_franchised_route,16346.736999999992,26,8.4,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1327_1""]",[8.4],1,,8.4,8.4,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:10237;10238;10239;10240;10241;10242;10243;10244;10245;10246;10247;10248;10249;10250;10251;10252;10253;10254;10255;10256;10257;10258;10259;10260;10261;10262""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1327,bus_1327_2,KMB,1327,2,2,confirmed_franchised_route,18013.566000000003,27,8.4,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1327_2""]",[8.4],1,,8.4,8.4,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:10263;10264;10265;10266;10267;10268;10269;10270;10271;10272;10273;10274;10275;10276;10277;10278;10279;10280;10281;10282;10283;10284;10285;10286;10287;10288;10289""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1330,bus_1330_1,KMB,1330,1,1,confirmed_franchised_route,8768.876,17,5.8,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1330_1""]",[5.8],1,,5.8,5.8,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:10290;10291;10292;10293;10294;10295;10296;10297;10298;10299;10300;10301;10302;10303;10304;10305;10306""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1330,bus_1330_2,KMB,1330,2,2,confirmed_franchised_route,8669.086999999998,16,5.8,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1330_2""]",[5.8],1,,5.8,5.8,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:10307;10308;10309;10310;10311;10312;10313;10314;10315;10316;10317;10318;10319;10320;10321;10322""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1332,bus_1332_1,KMB,1332,1,1,confirmed_franchised_route,13039.313999999995,18,8.4,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1332_1""]",[8.4],1,,8.4,8.4,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:10323;10324;10325;10326;10327;10328;10329;10330;10331;10332;10333;10334;10335;10336;10337;10338;10339;10340""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1333,bus_1333_1,KMB,1333,1,1,confirmed_franchised_route,14821.336999999989,16,8.1,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1333_1""]",[8.1],1,,8.1,8.1,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:10341;10342;10343;10344;10345;10346;10347;10348;10349;10350;10351;10352;10353;10354;10355;10356""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1333,bus_1333_2,KMB,1333,2,2,confirmed_franchised_route,14538.325999999997,18,8.1,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1333_2""]",[8.1],1,,8.1,8.1,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:10357;10358;10359;10360;10361;10362;10363;10364;10365;10366;10367;10368;10369;10370;10371;10372;10373;10374""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1334,bus_1334_1,KMB,1334,1,1,confirmed_franchised_route,17091.056999999997,29,7.8,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1334_1""]",[7.8],1,,7.8,7.8,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:10375;10376;10377;10378;10379;10380;10381;10382;10383;10384;10385;10386;10387;10388;10389;10390;10391;10392;10393;10394;10395;10396;10397;10398;10399;10400;10401;10402;10403""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1334,bus_1334_2,KMB,1334,2,2,confirmed_franchised_route,14987.241999999998,28,7.8,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1334_2""]",[7.8],1,,7.8,7.8,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:10404;10405;10406;10407;10408;10409;10410;10411;10412;10413;10414;10415;10416;10417;10418;10419;10420;10421;10422;10423;10424;10425;10426;10427;10428;10429;10430;10431""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1336,bus_1336_1,KMB,1336,1,1,confirmed_franchised_route,21777.051,34,10.2,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1336_1""]",[10.2],1,,10.2,10.2,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:10432;10433;10434;10435;10436;10437;10438;10439;10440;10441;10442;10443;10444;10445;10446;10447;10448;10449;10450;10451;10452;10453;10454;10455;10456;10457;10458;10459;10460;10461;10462;10463;10464;10465""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1336,bus_1336_2,KMB,1336,2,2,confirmed_franchised_route,21711.779,38,10.2,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1336_2""]",[10.2],1,,10.2,10.2,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:10466;10467;10468;10469;10470;10471;10472;10473;10474;10475;10476;10477;10478;10479;10480;10481;10482;10483;10484;10485;10486;10487;10488;10489;10490;10491;10492;10493;10494;10495;10496;10497;10498;10499;10500;10501;10502;10503""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1337,bus_1337_1,KMB,1337,1,1,confirmed_franchised_route,7840.411999999998,15,5.2,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1337_1""]",[5.2],1,,5.2,5.2,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:10504;10505;10506;10507;10508;10509;10510;10511;10512;10513;10514;10515;10516;10517;10518""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1337,bus_1337_2,KMB,1337,2,2,confirmed_franchised_route,7337.432,14,5.2,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1337_2""]",[5.2],1,,5.2,5.2,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:10519;10520;10521;10522;10523;10524;10525;10526;10527;10528;10529;10530;10531;10532""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1341,bus_1341_1,KMB,1341,1,1,confirmed_franchised_route,9691.205000000002,22,6.5,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1341_1""]",[6.5],1,,6.5,6.5,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:10533;10534;10535;10536;10537;10538;10539;10540;10541;10542;10543;10544;10545;10546;10547;10548;10549;10550;10551;10552;10553;10554""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1341,bus_1341_2,KMB,1341,2,2,confirmed_franchised_route,9884.502000000004,21,6.5,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1341_2""]",[6.5],1,,6.5,6.5,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:10555;10556;10557;10558;10559;10560;10561;10562;10563;10564;10565;10566;10567;10568;10569;10570;10571;10572;10573;10574;10575""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1345,bus_1345_1,KMB,1345,1,1,confirmed_franchised_route,36416.179,28,6.5,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1345_1""]",[6.5],1,,6.5,6.5,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:10576;10577;10578;10579;10580;10581;10582;10583;10584;10585;10586;10587;10588;10589;10590;10591;10592;10593;10594;10595;10596;10597;10598;10599;10600;10601;10602;10603""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1346,bus_1346_1,KMB,1346,1,1,confirmed_franchised_route,10609.264000000001,24,5.2,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1346_1""]",[5.2],1,,5.2,5.2,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:10604;10605;10606;10607;10608;10609;10610;10611;10612;10613;10614;10615;10616;10617;10618;10619;10620;10621;10622;10623;10624;10625;10626;10627""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1347,bus_1347_1,KMB,1347,1,1,confirmed_franchised_route,4260.756,9,5.2,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1347_1""]",[5.2],1,,5.2,5.2,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:10628;10629;10630;10631;10632;10633;10634;10635;10636""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1347,bus_1347_2,KMB,1347,2,2,confirmed_franchised_route,3993.290000000001,10,5.2,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1347_2""]",[5.2],1,,5.2,5.2,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:10637;10638;10639;10640;10641;10642;10643;10644;10645;10646""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1348,bus_1348_1,KMB,1348,1,1,confirmed_franchised_route,11973.222999999996,13,8.1,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1348_1""]",[8.1],1,,8.1,8.1,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:10647;10648;10649;10650;10651;10652;10653;10654;10655;10656;10657;10658;10659""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1348,bus_1348_2,KMB,1348,2,2,confirmed_franchised_route,12654.906,15,8.1,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1348_2""]",[8.1],1,,8.1,8.1,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:10660;10661;10662;10663;10664;10665;10666;10667;10668;10669;10670;10671;10672;10673;10674""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1349,bus_1349_1,KMB,1349,1,1,confirmed_franchised_route,14921.468,16,7.5,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1349_1""]",[7.5],1,,7.5,7.5,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:10675;10676;10677;10678;10679;10680;10681;10682;10683;10684;10685;10686;10687;10688;10689;10690""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
line_bus_1349,bus_1349_2,KMB,1349,2,2,confirmed_franchised_route,13597.469,18,7.5,1,route_fallback,exact_json_route_direction_fullFare,"[""bus_1349_2""]",[7.5],1,,7.5,7.5,HKD,D,True,True,high,route_level_fallback_for_simulation_coverage,5,exact official operator + routeId + routeSeq JSON fullFare used only as a route-level simulation fallback,"[""json:feature_indices:10691;10692;10693;10694;10695;10696;10697;10698;10699;10700;10701;10702;10703;10704;10705;10706;10707;10708""]",data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/bus_route_stop_points.json,2346a30a74bf0cc5644e9e711c23d7bd300c5baba4cb767dfc9dc38a7308e064
