person_id,unrouted_leg_sequence,main_trip_index,mapped_routed_raw_leg_sequence,origin_activity_type,destination_activity_type,mode_before,mode_after,route_distance_m,actual_travel_time_s,route_attributes_hash_before,route_attributes_hash_after,route_text_hash_before,route_text_hash_after,taxi_type,classification_source,fare_baseline_hkd,fare_attribute_written_hkd,attribute_match,conversion_status
hk_person_03934414,1,1,1,shopping,personal_business,ride,taxi,17346.134,988.0,af722c7eaf7b8230217e8e05971aaf1661e3c0ae28710a914ee63c794e79c3d8,af722c7eaf7b8230217e8e05971aaf1661e3c0ae28710a914ee63c794e79c3d8,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,161.3,161.3,True,converted_validated
hk_person_03934414,2,2,2,personal_business,home,ride,taxi,17833.11999999999,1014.0,52c4f72fe5c8ca1fd6870fd607a486728d392e321cff6165cc598abd9ae04c64,52c4f72fe5c8ca1fd6870fd607a486728d392e321cff6165cc598abd9ae04c64,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,165.5,165.5,True,converted_validated
hk_person_03935040,2,2,2,home,leisure,ride,taxi,26529.101999999995,1356.0,7fd68a2ab82bde91a7841d075e0d5a7b6ba16e7fd0daf82d115dcacc8f626a31,7fd68a2ab82bde91a7841d075e0d5a7b6ba16e7fd0daf82d115dcacc8f626a31,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,225.7,225.7,True,converted_validated
hk_person_03935040,3,3,3,leisure,dining,ride,taxi,21187.032999999996,1237.0,a59a0b96495946151fb2834b6cd4513e6eef953014deba8414e7d83228a02024,a59a0b96495946151fb2834b6cd4513e6eef953014deba8414e7d83228a02024,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,187.9,187.9,True,converted_validated
hk_person_03935040,4,4,4,dining,home,ride,taxi,26229.361,1319.0,32fda4dbefa8b672a1a24fac947befa1bed356ec7dcbf404ce88c9db2c41ad15,32fda4dbefa8b672a1a24fac947befa1bed356ec7dcbf404ce88c9db2c41ad15,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,224.3,224.3,True,converted_validated
hk_person_03935383,0,0,0,home,leisure,ride,taxi,20247.27599999999,969.0,cef0179243fbeb91eab41ae94ec99ae067446424632e802e38f43a497fe07242,cef0179243fbeb91eab41ae94ec99ae067446424632e802e38f43a497fe07242,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,182.3,182.3,True,converted_validated
hk_person_03935383,1,1,1,leisure,home,ride,taxi,19919.592999999997,959.0,385e56e08f06aee6fb37c38dfcf06d7b867c6b82edbabbaae4d9ea17e0304604,385e56e08f06aee6fb37c38dfcf06d7b867c6b82edbabbaae4d9ea17e0304604,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,179.5,179.5,True,converted_validated
hk_person_03935536,0,0,0,home,school_kindergarten,ride,taxi,10528.876000000004,579.0,d5789e7c34ca1d440bb996341c441803d29d4a0aab56f459e9d214073fbe15f6,d5789e7c34ca1d440bb996341c441803d29d4a0aab56f459e9d214073fbe15f6,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,v1_mode_detail_explicit_taxi,113.7,113.7,True,converted_validated
hk_person_03935536,1,1,1,school_kindergarten,home,ride,taxi,2449.8140000000003,172.0,86a2ec647d1a5c241bfdc9fb497436f7b758ec581399d84a53188f7a4a921a26,86a2ec647d1a5c241bfdc9fb497436f7b758ec581399d84a53188f7a4a921a26,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,v1_mode_detail_explicit_taxi,35.3,35.3,True,converted_validated
hk_person_03935927,0,0,0,home,medical,ride,taxi,16168.490999999998,823.0,9f94a8574a4d62d623416df68b198a31fe3bd22b70b75054af422f24aec4497a,9f94a8574a4d62d623416df68b198a31fe3bd22b70b75054af422f24aec4497a,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,152.9,152.9,True,converted_validated
hk_person_03935927,1,1,1,medical,social,ride,taxi,9182.411999999993,535.0,c9cb09475064e220df454f0b30c5266dfd1035527d9040540086f729d171a9ae,c9cb09475064e220df454f0b30c5266dfd1035527d9040540086f729d171a9ae,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,103.9,103.9,True,converted_validated
hk_person_03935927,2,2,2,social,home,ride,taxi,10290.891000000003,601.0,df81cd6b76253d4007ecd4ad6bf45f5f353038af8458751804346029af921d96,df81cd6b76253d4007ecd4ad6bf45f5f353038af8458751804346029af921d96,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,112.3,112.3,True,converted_validated
hk_person_03937115,0,0,0,home,leisure,ride,taxi,27088.391,1215.0,6300e0b00619369410d390538e330749aebe413c2f8dfbac201e6713b3f0efbc,6300e0b00619369410d390538e330749aebe413c2f8dfbac201e6713b3f0efbc,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,229.9,229.9,True,converted_validated
hk_person_03937115,1,1,1,leisure,home,ride,taxi,26560.131999999998,1204.0,48bab43d9b7cf8392ded4a901e65ea5b1fc4bb1cc874e1a0267b0c411d913c70,48bab43d9b7cf8392ded4a901e65ea5b1fc4bb1cc874e1a0267b0c411d913c70,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,225.7,225.7,True,converted_validated
hk_person_03937453,0,0,0,home,personal_business,ride,taxi,29737.234000000004,1378.0,1f3b5572831e7aa4e0c91ccbda2dd77f0458802b238331da85fd110b83fcc06a,1f3b5572831e7aa4e0c91ccbda2dd77f0458802b238331da85fd110b83fcc06a,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,248.1,248.1,True,converted_validated
hk_person_03937453,1,1,1,personal_business,home,ride,taxi,29309.777999999995,1375.0,64b63030c63518262bf91975ef95929e41c71b16e9a6b0d3ffac37afc588a23e,64b63030c63518262bf91975ef95929e41c71b16e9a6b0d3ffac37afc588a23e,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,245.3,245.3,True,converted_validated
hk_person_03937474,0,0,0,home,work,ride,taxi,2579.6760000000004,176.0,0a7a06ddba97951b629253fbd32cd88bb1d14a29fbb52e7faf39a2632d26f0c2,0a7a06ddba97951b629253fbd32cd88bb1d14a29fbb52e7faf39a2632d26f0c2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,v1_mode_detail_explicit_taxi,35.3,35.3,True,converted_validated
hk_person_03937474,1,1,1,work,home,ride,taxi,2843.8550000000005,186.0,1c37429d913d4b8120c9e76d614c76bbc623f17ff3320032c3a9bebd261687d1,1c37429d913d4b8120c9e76d614c76bbc623f17ff3320032c3a9bebd261687d1,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,v1_mode_detail_explicit_taxi,39.5,39.5,True,converted_validated
hk_person_03937741,0,0,0,home,leisure,ride,taxi,9557.633000000003,497.0,de8ffd9226994ea576b8097787ae61f6b0ae251dfed30eff090f527fd3d77005,de8ffd9226994ea576b8097787ae61f6b0ae251dfed30eff090f527fd3d77005,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,106.7,106.7,True,converted_validated
hk_person_03937741,1,1,1,leisure,home,ride,taxi,10236.106,571.0,2c82da75161011350011f278393cc728c2b8c29df984de7517f4cfe91f5a842b,2c82da75161011350011f278393cc728c2b8c29df984de7517f4cfe91f5a842b,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,112.3,112.3,True,converted_validated
hk_person_03938341,2,2,2,home,dining,ride,taxi,20563.943999999992,1003.0,559f79a456a6a6df0f3f0e41ac437d8e566c5cbd2d088b2c9d0299e7ec901f85,559f79a456a6a6df0f3f0e41ac437d8e566c5cbd2d088b2c9d0299e7ec901f85,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,183.7,183.7,True,converted_validated
hk_person_03938341,3,3,3,dining,home,ride,taxi,20548.154,999.0,f33eff1e67c9b7d5e720468cdcb7243738e599a768e6e92b35f11a31466e64f7,f33eff1e67c9b7d5e720468cdcb7243738e599a768e6e92b35f11a31466e64f7,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,183.7,183.7,True,converted_validated
hk_person_03938575,0,0,0,home,work,ride,taxi,24292.973000000005,1340.0,818070ffe2c701a8961bd9dfaea6ab611bb4d6b84396cb1a60ffce72ea2d3636,818070ffe2c701a8961bd9dfaea6ab611bb4d6b84396cb1a60ffce72ea2d3636,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unresolved,v1_mode_detail_explicit_taxi,210.3,210.3,True,converted_validated
hk_person_03938575,1,1,1,work,home,ride,taxi,20835.105000000003,1165.0,fcbd65bac514b275739bf5d6700380dc62950dfb5fa0037428430120eb6564d9,fcbd65bac514b275739bf5d6700380dc62950dfb5fa0037428430120eb6564d9,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unresolved,v1_mode_detail_explicit_taxi,186.5,186.5,True,converted_validated
hk_person_03938817,2,2,2,home,shopping,ride,taxi,8641.114000000001,463.0,29083c2a9c3fde6726981b2158a6f98c4bf4576a2346c5a98e806c6762334ac7,29083c2a9c3fde6726981b2158a6f98c4bf4576a2346c5a98e806c6762334ac7,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,100.4,100.4,True,converted_validated
hk_person_03938817,3,3,3,shopping,home,ride,taxi,8946.148000000001,480.0,d627bd157ccd1553731599b04b18e575013d3322799ee37329e8b2c513732474,d627bd157ccd1553731599b04b18e575013d3322799ee37329e8b2c513732474,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,102.5,102.5,True,converted_validated
hk_person_03940989,0,0,0,home,leisure,ride,taxi,3205.0690000000004,186.0,85681bda8529e6984d120aa453e7310a28d3906e6e6ed563934031632ba07a30,85681bda8529e6984d120aa453e7310a28d3906e6e6ed563934031632ba07a30,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,43.7,43.7,True,converted_validated
hk_person_03940989,1,1,1,leisure,personal_business,ride,taxi,9411.496000000003,509.0,70a05cdc5ce0a34bfdf94425287016e01273a06a40b45f3a57f6bfb43e9c4024,70a05cdc5ce0a34bfdf94425287016e01273a06a40b45f3a57f6bfb43e9c4024,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,106.7,106.7,True,converted_validated
hk_person_03940989,2,2,2,personal_business,home,ride,taxi,6788.7660000000005,377.0,42f6b125d64c3031294eae693e987791298f24d4a0901ade5c2ddc730592b915,42f6b125d64c3031294eae693e987791298f24d4a0901ade5c2ddc730592b915,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,79.4,79.4,True,converted_validated
hk_person_03941052,2,2,2,home,social,ride,taxi,3695.3369999999995,265.0,64042443705707f3da2bc0b529243f5f2502c75f2e1ed455f663f74fdb62c799,64042443705707f3da2bc0b529243f5f2502c75f2e1ed455f663f74fdb62c799,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,47.9,47.9,True,converted_validated
hk_person_03941052,3,3,3,social,home,ride,taxi,3123.1759999999995,224.0,71a1f31ce0980c8ca7518ceeec44c4c2c5f3ddf7ca6629b5a9bc7dad9487f5d7,71a1f31ce0980c8ca7518ceeec44c4c2c5f3ddf7ca6629b5a9bc7dad9487f5d7,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,41.6,41.6,True,converted_validated
hk_person_03941474,0,0,0,home,social,ride,taxi,3998.6310000000003,254.0,4dd075b907c42a378bb734bc32ec6e2066d9ffce5878acc05712d18712476d24,4dd075b907c42a378bb734bc32ec6e2066d9ffce5878acc05712d18712476d24,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,50.0,50.0,True,converted_validated
hk_person_03941474,1,1,1,social,home,ride,taxi,3930.0770000000007,239.0,a03b23fe5045e094c39c63daeecdec27b28c422a34725eb4ed27e06f0c92ca6e,a03b23fe5045e094c39c63daeecdec27b28c422a34725eb4ed27e06f0c92ca6e,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,50.0,50.0,True,converted_validated
hk_person_03942769,2,2,2,home,shopping,ride,taxi,17127.648999999994,852.0,810c26b0c9f2ec7d7870486e8f203e6a0b7b533f3ff9d6f652d2ed7c1d3666ce,810c26b0c9f2ec7d7870486e8f203e6a0b7b533f3ff9d6f652d2ed7c1d3666ce,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,159.9,159.9,True,converted_validated
hk_person_03942769,3,3,3,shopping,dining,ride,taxi,18071.364999999994,945.0,ae4d2ca98eeb4263101cf393786460ede90f99fe5451f80745ad8a80462a014c,ae4d2ca98eeb4263101cf393786460ede90f99fe5451f80745ad8a80462a014c,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,166.9,166.9,True,converted_validated
hk_person_03942769,4,4,4,dining,home,ride,taxi,1037.991,74.0,f967541c47a1601eabb437d26965252395a60fa01bc33e00396a6147942c6c38,f967541c47a1601eabb437d26965252395a60fa01bc33e00396a6147942c6c38,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,29.0,29.0,True,converted_validated
hk_person_03943089,0,0,0,home,work,ride,taxi,5573.179000000003,359.0,146efc4d0907a8ef16afb4099f2be3cc7d13b46e7e8cd6f247a489ba52b5a505,146efc4d0907a8ef16afb4099f2be3cc7d13b46e7e8cd6f247a489ba52b5a505,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,v1_mode_detail_explicit_taxi,66.8,66.8,True,converted_validated
hk_person_03943089,1,1,1,work,home,ride,taxi,5665.693000000001,364.0,8e52d88ed2113ce3c7a81dbf71d1c66e71515de2b0175b30ff2cd6a26e429c8c,8e52d88ed2113ce3c7a81dbf71d1c66e71515de2b0175b30ff2cd6a26e429c8c,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,v1_mode_detail_explicit_taxi,68.9,68.9,True,converted_validated
hk_person_03943755,2,2,2,home,shopping,ride,taxi,18732.754999999994,962.0,b046ba51afbe2e2d312de09892da5bbcd6bbcb8ec11babf44d34e54dd1e86bb8,b046ba51afbe2e2d312de09892da5bbcd6bbcb8ec11babf44d34e54dd1e86bb8,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,171.1,171.1,True,converted_validated
hk_person_03943755,3,3,3,shopping,home,ride,taxi,17084.131000000005,949.0,cd2ca6361e6d2794154e777a00d3461658ada9ee6a0d5ed6ca42c5dc76393f3b,cd2ca6361e6d2794154e777a00d3461658ada9ee6a0d5ed6ca42c5dc76393f3b,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,159.9,159.9,True,converted_validated
hk_person_03943825,2,2,2,home,social,ride,taxi,22579.770999999993,1092.0,68546be659812a2ae66ffacbaf20ae2abac1149645a85096c928dbc97fbaafde,68546be659812a2ae66ffacbaf20ae2abac1149645a85096c928dbc97fbaafde,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,197.7,197.7,True,converted_validated
hk_person_03943825,3,3,3,social,leisure,ride,taxi,33083.965,1761.0,0685316b2fb79612d8e9230659fe2b0b2148c4c4bb0a7f26d6e8ae82936c70af,0685316b2fb79612d8e9230659fe2b0b2148c4c4bb0a7f26d6e8ae82936c70af,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,271.9,271.9,True,converted_validated
hk_person_03943825,4,4,4,leisure,home,ride,taxi,20951.748999999996,1192.0,e051b771253113cb6a553d776a0b6175c9eb88f7f11977cf023e552ee8afa0dd,e051b771253113cb6a553d776a0b6175c9eb88f7f11977cf023e552ee8afa0dd,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,186.5,186.5,True,converted_validated
hk_person_03943827,2,2,2,home,dining,ride,taxi,17621.658,882.0,43b306a8ca1cd6aee108351f07c7a5cf35d7384069e861989a4ef9c1eea3d3ca,43b306a8ca1cd6aee108351f07c7a5cf35d7384069e861989a4ef9c1eea3d3ca,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,164.1,164.1,True,converted_validated
hk_person_03943827,3,3,3,dining,home,ride,taxi,18900.736,992.0,f9b2a87d26b9d1b8409cc1acf0ac551402b002c28ad92cdaa052d0bce35b580c,f9b2a87d26b9d1b8409cc1acf0ac551402b002c28ad92cdaa052d0bce35b580c,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,172.5,172.5,True,converted_validated
hk_person_03943988,2,2,2,home,leisure,ride,taxi,18639.358000000004,1033.0,607dc93a45b2f4ddee3de75c83b97fa4b81628ad600ebe847ee8388eca5567df,607dc93a45b2f4ddee3de75c83b97fa4b81628ad600ebe847ee8388eca5567df,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,171.1,171.1,True,converted_validated
hk_person_03943988,3,3,3,leisure,home,ride,taxi,18904.857999999997,1077.0,2d8c770941eb924a2bd10f0035890d7086467b11f101ed3ae07dcfbe4f86f858,2d8c770941eb924a2bd10f0035890d7086467b11f101ed3ae07dcfbe4f86f858,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,172.5,172.5,True,converted_validated
hk_person_03943994,0,0,0,home,shopping,ride,taxi,16761.979,938.0,a306cafaeae917ac77d3b64a2a4539a0526c92380c0375f626b5c91e53294fa6,a306cafaeae917ac77d3b64a2a4539a0526c92380c0375f626b5c91e53294fa6,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,157.1,157.1,True,converted_validated
hk_person_03943994,1,1,1,shopping,home,ride,taxi,16257.488999999994,915.0,7e0b88512dd9aa9285f924004b339c0ded21da1b14bd75f31e85aed98b94eade,7e0b88512dd9aa9285f924004b339c0ded21da1b14bd75f31e85aed98b94eade,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,154.3,154.3,True,converted_validated
hk_person_03944182,0,0,0,home,personal_business,ride,taxi,5422.432999999999,351.0,b312852d58ef11b6532a0d94e2904ae558b9c32a2998d498c4f9e842b123306f,b312852d58ef11b6532a0d94e2904ae558b9c32a2998d498c4f9e842b123306f,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,66.8,66.8,True,converted_validated
hk_person_03944182,1,1,1,personal_business,home,ride,taxi,5381.807999999999,360.0,783829bf626c7704295885baa47337e478da59aafb625b2851cb9339ab49c974,783829bf626c7704295885baa47337e478da59aafb625b2851cb9339ab49c974,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,64.7,64.7,True,converted_validated
hk_person_03945000,2,2,2,home,dining,ride,taxi,1478.6349999999998,102.0,b5bc2ef893fa86b2552dd0da0c3ee18adad821c8a5be29f2a37a76babeb8652b,b5bc2ef893fa86b2552dd0da0c3ee18adad821c8a5be29f2a37a76babeb8652b,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,29.0,29.0,True,converted_validated
hk_person_03945000,3,3,3,dining,home,ride,taxi,10324.884,555.0,c941e62f193dca2029b0810cb14fe350fae10409f550fca9d8473bb52c0346c9,c941e62f193dca2029b0810cb14fe350fae10409f550fca9d8473bb52c0346c9,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,112.3,112.3,True,converted_validated
hk_person_03945131,0,0,0,home,shopping,ride,taxi,17759.083000000006,1002.0,4a4ebbc52922acd1194683137115f14329ae727beb675e731e622ccb7c453975,4a4ebbc52922acd1194683137115f14329ae727beb675e731e622ccb7c453975,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,164.1,164.1,True,converted_validated
hk_person_03945131,1,1,1,shopping,home,ride,taxi,18772.718999999994,965.0,2148fb30057c412696d415a013243f92b005a4a750c2e4b7b9dc2dc110bc532c,2148fb30057c412696d415a013243f92b005a4a750c2e4b7b9dc2dc110bc532c,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,171.1,171.1,True,converted_validated
hk_person_03947274,0,0,0,home,shopping,ride,taxi,3280.382999999999,222.0,a26e2fd8fd24e7184121f17e7c436c24b619a4db593e6865e7850c24ac31b92f,a26e2fd8fd24e7184121f17e7c436c24b619a4db593e6865e7850c24ac31b92f,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,urban_taxi,resident_discretionary_ride_assignment,43.7,43.7,True,converted_validated
