displaced_person_id,donor_person_id,student_stage,displaced_tcs_zone,donor_tcs_zone,donor_original_mode,donor_original_mode_detail,pairing_rule,home_distance_m
hk_person_04515625,hk_person_04552811,kindergarten,14,14,pt,plb,same_stage_tcs,0.0
hk_person_04527810,hk_person_04277117,secondary,14,14,walk,walk,same_stage_tcs,0.0
hk_person_04541633,hk_person_04184871,primary,14,14,walk,walk,same_stage_tcs,0.0
hk_person_04587416,hk_person_04484365,secondary,14,14,walk,walk,same_stage_tcs,0.0
hk_person_04587856,hk_person_04277080,primary,14,14,walk,walk,same_stage_tcs,0.0
hk_person_04587904,hk_person_04594956,secondary,14,14,pt,lrt,same_stage_tcs,0.0
hk_person_04591478,hk_person_04587939,primary,14,14,walk,walk,same_stage_tcs,0.0
hk_person_04592027,hk_person_04621302,secondary,14,14,pt,lrt,same_stage_tcs,0.0
hk_person_04601860,hk_person_04567341,kindergarten,14,14,pt,franchised_bus,same_stage_tcs,0.0
hk_person_04613728,hk_person_04268769,secondary,14,14,walk,walk,same_stage_tcs,0.0
hk_person_04623946,hk_person_04277691,secondary,14,14,pt,franchised_bus,same_stage_tcs,0.0
hk_person_04628582,hk_person_04359418,primary,14,14,walk,walk,same_stage_tcs,0.0
hk_person_04629726,hk_person_04420251,primary,14,14,pt,plb,same_stage_tcs,0.0
hk_person_04645548,hk_person_04396956,primary,14,14,walk,walk,same_stage_tcs,0.0
hk_person_04670494,hk_person_04679193,primary,15,15,pt,ferry,same_stage_tcs,0.0
hk_person_04670913,hk_person_04744606,primary,15,15,pt,franchised_bus,same_stage_tcs,0.0
hk_person_04672969,hk_person_04820707,kindergarten,15,15,walk,walk,same_stage_tcs,0.0
hk_person_04677465,hk_person_04744000,kindergarten,15,15,pt,lrt,same_stage_tcs,0.0
hk_person_04701836,hk_person_04683733,kindergarten,15,15,walk,walk,same_stage_tcs,0.0
hk_person_04705777,hk_person_04733825,primary,15,15,pt,plb,same_stage_tcs,0.0
hk_person_04714257,hk_person_05222176,secondary,15,15,pt,franchised_bus,same_stage_tcs,0.0
hk_person_04718257,hk_person_04712340,primary,15,15,walk,walk,same_stage_tcs,0.0
hk_person_04728079,hk_person_04724863,kindergarten,15,15,walk,walk,same_stage_tcs,0.0
hk_person_04730422,hk_person_04731075,secondary,15,15,walk,walk,same_stage_tcs,0.0
hk_person_04730527,hk_person_04843298,kindergarten,15,15,pt,plb,same_stage_tcs,0.0
hk_person_04732025,hk_person_04688782,secondary,15,15,pt,mtr,same_stage_tcs,0.0
hk_person_04732800,hk_person_04744001,primary,15,15,pt,franchised_bus,same_stage_tcs,0.0
hk_person_04733340,hk_person_04798424,kindergarten,15,15,walk,walk,same_stage_tcs,0.0
hk_person_04737141,hk_person_04716515,primary,15,15,pt,franchised_bus,same_stage_tcs,0.0
hk_person_04755691,hk_person_04731771,secondary,15,15,pt,plb,same_stage_tcs,0.0
hk_person_04759604,hk_person_04759615,primary,15,15,pt,franchised_bus,same_stage_tcs,0.0
hk_person_04765730,hk_person_04811186,primary,15,15,walk,walk,same_stage_tcs,0.0
hk_person_04779299,hk_person_04787253,secondary,15,15,walk,walk,same_stage_tcs,0.0
hk_person_04785854,hk_person_04750035,primary,15,15,pt,franchised_bus,same_stage_tcs,0.0
hk_person_04819718,hk_person_04753891,kindergarten,15,15,pt,mtr,same_stage_tcs,0.0
hk_person_04822364,hk_person_04765799,secondary,15,15,walk,walk,same_stage_tcs,0.0
hk_person_04824544,hk_person_04716227,primary,15,15,walk,walk,same_stage_tcs,0.0
hk_person_04827541,hk_person_04829293,primary,23,23,pt,mtr,same_stage_tcs,0.0
hk_person_04840807,hk_person_05293362,kindergarten,23,23,walk,walk,same_stage_tcs,0.0
hk_person_04843491,hk_person_04842882,primary,23,23,pt,mtr,same_stage_tcs,0.0
hk_person_04863858,hk_person_04914686,primary,23,23,walk,walk,same_stage_tcs,0.0
hk_person_04884904,hk_person_04830026,primary,23,23,walk,walk,same_stage_tcs,0.0
hk_person_04885517,hk_person_04542391,secondary,23,23,walk,walk,same_stage_tcs,0.0
hk_person_04886649,hk_person_04878930,primary,23,23,pt,franchised_bus,same_stage_tcs,0.0
hk_person_04888823,hk_person_04838044,primary,23,23,walk,walk,same_stage_tcs,0.0
hk_person_04925777,hk_person_04883888,primary,23,23,walk,walk,same_stage_tcs,0.0
hk_person_04933445,hk_person_05032120,kindergarten,16,16,walk,walk,same_stage_tcs,0.0
hk_person_04934194,hk_person_05005751,primary,16,16,pt,plb,same_stage_tcs,0.0
hk_person_04939418,hk_person_05128317,primary,16,16,walk,walk,same_stage_tcs,0.0
hk_person_04946593,hk_person_04897392,secondary,23,23,pt,mtr,same_stage_tcs,0.0
hk_person_04953180,hk_person_05093323,kindergarten,16,16,walk,walk,same_stage_tcs,0.0
hk_person_04955721,hk_person_05187963,secondary,16,16,walk,walk,same_stage_tcs,0.0
hk_person_04959405,hk_person_05143150,primary,16,16,walk,walk,same_stage_tcs,0.0
hk_person_04960902,hk_person_05087808,secondary,16,16,pt,lrt,same_stage_tcs,0.0
hk_person_04962986,hk_person_04967176,secondary,16,16,walk,walk,same_stage_tcs,0.0
hk_person_04972566,hk_person_05196763,primary,16,16,walk,walk,same_stage_tcs,0.0
hk_person_04979963,hk_person_05206537,primary,16,16,walk,walk,same_stage_tcs,0.0
hk_person_04981784,hk_person_05039510,secondary,16,16,walk,walk,same_stage_tcs,0.0
hk_person_04986016,hk_person_05066439,secondary,16,16,pt,lrt,same_stage_tcs,0.0
hk_person_04996060,hk_person_05207737,secondary,16,16,walk,walk,same_stage_tcs,0.0
hk_person_04998997,hk_person_05121845,secondary,16,16,walk,walk,same_stage_tcs,0.0
hk_person_05007184,hk_person_05089195,secondary,16,16,pt,franchised_bus,same_stage_tcs,0.0
hk_person_05008216,hk_person_05063617,primary,16,16,pt,mtr,same_stage_tcs,0.0
hk_person_05015677,hk_person_05000402,primary,16,16,walk,walk,same_stage_tcs,0.0
hk_person_05034484,hk_person_05041729,primary,16,16,walk,walk,same_stage_tcs,0.0
hk_person_05049333,hk_person_05069957,kindergarten,16,16,walk,walk,same_stage_tcs,0.0
hk_person_05049341,hk_person_04985294,secondary,16,16,pt,franchised_bus,same_stage_tcs,0.0
hk_person_05057591,hk_person_05138017,primary,16,16,walk,walk,same_stage_tcs,0.0
hk_person_05063508,hk_person_05015561,secondary,16,16,pt,franchised_bus,same_stage_tcs,0.0
hk_person_05075083,hk_person_05102538,secondary,16,16,pt,mtr,same_stage_tcs,0.0
hk_person_05079183,hk_person_05009000,primary,16,16,walk,walk,same_stage_tcs,0.0
hk_person_05080020,hk_person_05196351,kindergarten,16,16,walk,walk,same_stage_tcs,0.0
hk_person_05082019,hk_person_05032946,primary,16,16,pt,plb,same_stage_tcs,0.0
hk_person_05083398,hk_person_05050266,special,16,16,pt,mtr,same_stage_tcs,0.0
hk_person_05100795,hk_person_05140149,primary,16,16,pt,plb,same_stage_tcs,0.0
hk_person_05106156,hk_person_05051549,secondary,16,16,walk,walk,same_stage_tcs,0.0
hk_person_05116720,hk_person_05078806,kindergarten,16,16,walk,walk,same_stage_tcs,0.0
hk_person_05120749,hk_person_05017544,secondary,16,16,walk,walk,same_stage_tcs,0.0
hk_person_05121260,hk_person_05007361,secondary,16,16,walk,walk,same_stage_tcs,0.0
hk_person_05130579,hk_person_05017543,secondary,16,16,walk,walk,same_stage_tcs,0.0
hk_person_05132723,hk_person_04993177,secondary,16,16,walk,walk,same_stage_tcs,0.0
hk_person_05133073,hk_person_05003070,primary,16,16,pt,mtr,same_stage_tcs,0.0
hk_person_05137075,hk_person_05001167,primary,16,16,walk,walk,same_stage_tcs,0.0
hk_person_05137357,hk_person_04999526,secondary,16,16,pt,mtr,same_stage_tcs,0.0
hk_person_05138311,hk_person_05065233,secondary,16,16,pt,lrt,same_stage_tcs,0.0
hk_person_05138639,hk_person_05053719,primary,16,16,walk,walk,same_stage_tcs,0.0
hk_person_05138981,hk_person_05174967,secondary,16,16,pt,franchised_bus,same_stage_tcs,0.0
hk_person_05139600,hk_person_05073311,primary,16,16,walk,walk,same_stage_tcs,0.0
hk_person_05141163,hk_person_05223749,kindergarten,16,16,pt,franchised_bus,same_stage_tcs,0.0
hk_person_05142950,hk_person_05078807,secondary,16,16,walk,walk,same_stage_tcs,0.0
hk_person_05155185,hk_person_05157199,secondary,16,16,walk,walk,same_stage_tcs,0.0
hk_person_05156693,hk_person_05102539,secondary,16,16,walk,walk,same_stage_tcs,0.0
hk_person_05156913,hk_person_04942232,secondary,16,16,walk,walk,same_stage_tcs,0.0
hk_person_05169822,hk_person_05011415,secondary,16,16,pt,mtr,same_stage_tcs,0.0
hk_person_05171719,hk_person_04948097,secondary,16,16,walk,walk,same_stage_tcs,0.0
hk_person_05175197,hk_person_05177498,secondary,16,16,pt,franchised_bus,same_stage_tcs,0.0
hk_person_05180158,hk_person_05094867,secondary,16,16,pt,plb,same_stage_tcs,0.0
hk_person_05195870,hk_person_05031552,secondary,16,16,walk,walk,same_stage_tcs,0.0
hk_person_05196686,hk_person_05227721,kindergarten,16,16,walk,walk,same_stage_tcs,0.0
hk_person_05213417,hk_person_05120896,primary,16,16,pt,franchised_bus,same_stage_tcs,0.0
hk_person_05232408,hk_person_05323268,secondary,23,23,pt,ferry,same_stage_tcs,0.0
hk_person_05233818,hk_person_05305557,primary,23,23,walk,walk,same_stage_tcs,0.0
hk_person_05242764,hk_person_04931307,primary,23,23,pt,mtr,same_stage_tcs,0.0
hk_person_05286586,hk_person_05269341,secondary,23,23,walk,walk,same_stage_tcs,0.0
hk_person_05310025,hk_person_04840722,primary,23,23,walk,walk,same_stage_tcs,0.0
hk_person_05328114,hk_person_05429226,kindergarten,18,18,walk,walk,same_stage_tcs,0.0
hk_person_05329407,hk_person_05535783,secondary,18,18,walk,walk,same_stage_tcs,0.0
hk_person_05333666,hk_person_05328863,primary,18,18,pt,franchised_bus,same_stage_tcs,0.0
hk_person_05357617,hk_person_05528631,special,18,18,walk,walk,same_stage_tcs,0.0
hk_person_05357945,hk_person_05475796,kindergarten,18,18,pt,mtr,same_stage_tcs,0.0
hk_person_05361470,hk_person_05348179,primary,18,18,walk,walk,same_stage_tcs,0.0
hk_person_05380349,hk_person_05457447,secondary,18,18,walk,walk,same_stage_tcs,0.0
hk_person_05388278,hk_person_05440085,primary,18,18,walk,walk,same_stage_tcs,0.0
hk_person_05393777,hk_person_05519680,secondary,18,18,walk,walk,same_stage_tcs,0.0
hk_person_05409287,hk_person_05375871,secondary,18,18,walk,walk,same_stage_tcs,0.0
hk_person_05416663,hk_person_05820563,secondary,24,24,walk,walk,same_stage_tcs,0.0
hk_person_05425811,hk_person_05377097,kindergarten,18,18,pt,franchised_bus,same_stage_tcs,0.0
hk_person_05430232,hk_person_05329699,primary,18,18,walk,walk,same_stage_tcs,0.0
hk_person_05438794,hk_person_05597329,kindergarten,18,18,walk,walk,same_stage_tcs,0.0
hk_person_05440818,hk_person_05451812,primary,18,18,walk,walk,same_stage_tcs,0.0
hk_person_05443823,hk_person_05546229,primary,18,18,walk,walk,same_stage_tcs,0.0
hk_person_05452775,hk_person_05562525,secondary,18,18,walk,walk,same_stage_tcs,0.0
hk_person_05457383,hk_person_05537571,secondary,18,18,walk,walk,same_stage_tcs,0.0
hk_person_05464918,hk_person_05330110,primary,18,18,walk,walk,same_stage_tcs,0.0
hk_person_05469197,hk_person_05390753,kindergarten,18,18,pt,franchised_bus,same_stage_tcs,0.0
hk_person_05469964,hk_person_05447940,secondary,18,18,pt,mtr,same_stage_tcs,0.0
hk_person_05490783,hk_person_05821504,primary,24,24,pt,franchised_bus,same_stage_tcs,0.0
hk_person_05493298,hk_person_05434141,secondary,18,18,pt,franchised_bus,same_stage_tcs,0.0
hk_person_05511078,hk_person_05429314,primary,18,18,walk,walk,same_stage_tcs,0.0
hk_person_05511785,hk_person_05388552,secondary,18,18,walk,walk,same_stage_tcs,0.0
hk_person_05511897,hk_person_05440443,secondary,18,18,pt,franchised_bus,same_stage_tcs,0.0
hk_person_05530806,hk_person_05480522,primary,18,18,walk,walk,same_stage_tcs,0.0
hk_person_05533588,hk_person_05487145,primary,18,18,pt,plb,same_stage_tcs,0.0
hk_person_05543687,hk_person_05611507,primary,18,18,walk,walk,same_stage_tcs,0.0
hk_person_05546615,hk_person_05539489,primary,18,18,walk,walk,same_stage_tcs,0.0
hk_person_05549074,hk_person_05478611,secondary,18,18,pt,mtr,same_stage_tcs,0.0
hk_person_05549108,hk_person_05562891,primary,18,18,walk,walk,same_stage_tcs,0.0
hk_person_05568574,hk_person_05596373,primary,18,18,walk,walk,same_stage_tcs,0.0
hk_person_05574333,hk_person_05442787,secondary,18,18,pt,franchised_bus,same_stage_tcs,0.0
hk_person_05581541,hk_person_05831286,secondary,24,24,pt,mtr,same_stage_tcs,0.0
hk_person_05585359,hk_person_05486137,primary,24,24,walk,walk,same_stage_tcs,0.0
hk_person_05596370,hk_person_05463812,secondary,18,18,walk,walk,same_stage_tcs,0.0
hk_person_05632900,hk_person_05785100,primary,17,17,walk,walk,same_stage_tcs,0.0
hk_person_05641845,hk_person_05763672,secondary,17,17,walk,walk,same_stage_tcs,0.0
hk_person_05649192,hk_person_05633384,secondary,17,17,walk,walk,same_stage_tcs,0.0
hk_person_05673264,hk_person_06338426,secondary,17,17,pt,lrt,same_stage_tcs,0.0
hk_person_05673435,hk_person_05899496,primary,17,17,pt,franchised_bus,same_stage_tcs,0.0
hk_person_05677079,hk_person_05792868,primary,17,17,walk,walk,same_stage_tcs,0.0
hk_person_05684521,hk_person_05731935,secondary,17,17,pt,franchised_bus,same_stage_tcs,0.0
hk_person_05689792,hk_person_05785796,kindergarten,17,17,walk,walk,same_stage_tcs,0.0
hk_person_05690165,hk_person_05888517,primary,17,17,pt,mtr,same_stage_tcs,0.0
hk_person_05701510,hk_person_05856047,secondary,17,17,walk,walk,same_stage_tcs,0.0
hk_person_05717735,hk_person_05871080,kindergarten,17,17,walk,walk,same_stage_tcs,0.0
hk_person_05718331,hk_person_05690117,secondary,17,17,pt,lrt,same_stage_tcs,0.0
hk_person_05722878,hk_person_05642998,primary,17,17,walk,walk,same_stage_tcs,0.0
hk_person_05736757,hk_person_05792846,secondary,17,17,walk,walk,same_stage_tcs,0.0
hk_person_05739778,hk_person_05890003,kindergarten,17,17,pt,mtr,same_stage_tcs,0.0
hk_person_05756378,hk_person_05929017,secondary,17,17,pt,mtr,same_stage_tcs,0.0
hk_person_05762813,hk_person_05821223,secondary,17,17,walk,walk,same_stage_tcs,0.0
hk_person_05810984,hk_person_05896753,kindergarten,17,17,walk,walk,same_stage_tcs,0.0
hk_person_05817496,hk_person_05669600,secondary,17,17,walk,walk,same_stage_tcs,0.0
hk_person_05841777,hk_person_05888846,secondary,17,17,pt,franchised_bus,same_stage_tcs,0.0
hk_person_05843837,hk_person_05909352,primary,17,17,walk,walk,same_stage_tcs,0.0
hk_person_05851029,hk_person_05883810,secondary,17,17,pt,mtr,same_stage_tcs,0.0
hk_person_05879231,hk_person_05890396,secondary,17,17,pt,mtr,same_stage_tcs,0.0
hk_person_05881051,hk_person_05888845,secondary,17,17,walk,walk,same_stage_tcs,0.0
hk_person_05883906,hk_person_05687044,primary,17,17,pt,mtr,same_stage_tcs,0.0
hk_person_05889372,hk_person_05706719,kindergarten,17,17,walk,walk,same_stage_tcs,0.0
hk_person_05889503,hk_person_05752788,primary,17,17,pt,franchised_bus,same_stage_tcs,0.0
hk_person_05892150,hk_person_05717922,kindergarten,17,17,walk,walk,same_stage_tcs,0.0
hk_person_05905670,hk_person_05671032,secondary,17,17,walk,walk,same_stage_tcs,0.0
hk_person_05930227,hk_person_06353309,primary,20,20,pt,mtr,same_stage_tcs,0.0
hk_person_05935071,hk_person_05820912,primary,24,24,pt,franchised_bus,same_stage_tcs,0.0
hk_person_05944852,hk_person_06317959,secondary,19,19,pt,plb,same_stage_tcs,0.0
hk_person_05949069,hk_person_05973193,secondary,19,19,pt,mtr,same_stage_tcs,0.0
hk_person_05962604,hk_person_06071764,secondary,19,19,walk,walk,same_stage_tcs,0.0
hk_person_05996020,hk_person_06208195,secondary,19,19,pt,lrt,same_stage_tcs,0.0
hk_person_06011774,hk_person_06240368,secondary,19,19,walk,walk,same_stage_tcs,0.0
hk_person_06044398,hk_person_06218190,primary,19,19,walk,walk,same_stage_tcs,0.0
hk_person_06047301,hk_person_05995524,primary,19,19,walk,walk,same_stage_tcs,0.0
hk_person_06050957,hk_person_06339073,primary,19,19,pt,franchised_bus,same_stage_tcs,0.0
hk_person_06072637,hk_person_06670852,kindergarten,25,25,pt,franchised_bus,same_stage_tcs,0.0
hk_person_06073844,hk_person_06263692,primary,19,19,walk,walk,same_stage_tcs,0.0
hk_person_06075083,hk_person_06600833,primary,19,19,walk,walk,same_stage_tcs,0.0
hk_person_06078831,hk_person_06332786,primary,19,19,walk,walk,same_stage_tcs,0.0
hk_person_06083306,hk_person_06142952,kindergarten,25,25,pt,plb,same_stage_tcs,0.0
hk_person_06089589,hk_person_06173478,secondary,19,19,pt,mtr,same_stage_tcs,0.0
hk_person_06090185,hk_person_06111838,primary,19,19,pt,plb,same_stage_tcs,0.0
hk_person_06091351,hk_person_06073744,primary,19,19,walk,walk,same_stage_tcs,0.0
hk_person_06092792,hk_person_06658757,primary,25,25,walk,walk,same_stage_tcs,0.0
hk_person_06094033,hk_person_06142955,primary,25,25,pt,plb,same_stage_tcs,0.0
hk_person_06101498,hk_person_06678806,kindergarten,25,25,walk,walk,same_stage_tcs,0.0
hk_person_06103884,hk_person_06660026,primary,25,25,walk,walk,same_stage_tcs,0.0
hk_person_06104829,hk_person_06072771,primary,19,19,pt,franchised_bus,same_stage_tcs,0.0
hk_person_06113194,hk_person_06025961,secondary,19,19,pt,franchised_bus,same_stage_tcs,0.0
hk_person_06118234,hk_person_06142069,primary,19,19,pt,mtr,same_stage_tcs,0.0
hk_person_06123742,hk_person_06265142,secondary,19,19,walk,walk,same_stage_tcs,0.0
hk_person_06141459,hk_person_06293463,primary,19,19,pt,franchised_bus,same_stage_tcs,0.0
hk_person_06143007,hk_person_06141327,secondary,19,19,walk,walk,same_stage_tcs,0.0
hk_person_06153131,hk_person_06169527,kindergarten,19,19,pt,mtr,same_stage_tcs,0.0
hk_person_06154808,hk_person_06345493,secondary,19,19,walk,walk,same_stage_tcs,0.0
hk_person_06158148,hk_person_06292932,primary,19,19,pt,mtr,same_stage_tcs,0.0
hk_person_06170591,hk_person_06561841,secondary,19,19,walk,walk,same_stage_tcs,0.0
hk_person_06178323,hk_person_06689527,secondary,25,25,walk,walk,same_stage_tcs,0.0
hk_person_06181491,hk_person_06591923,primary,19,19,pt,franchised_bus,same_stage_tcs,0.0
hk_person_06187759,hk_person_06285299,kindergarten,19,19,pt,franchised_bus,same_stage_tcs,0.0
hk_person_06188392,hk_person_06077509,primary,19,19,pt,lrt,same_stage_tcs,0.0
hk_person_06197676,hk_person_06163624,kindergarten,19,19,walk,walk,same_stage_tcs,0.0
hk_person_06203691,hk_person_06025392,kindergarten,19,19,walk,walk,same_stage_tcs,0.0
hk_person_06207110,hk_person_06191989,primary,19,19,walk,walk,same_stage_tcs,0.0
hk_person_06209552,hk_person_06340609,secondary,19,19,walk,walk,same_stage_tcs,0.0
hk_person_06210427,hk_person_06011403,primary,19,19,walk,walk,same_stage_tcs,0.0
hk_person_06214817,hk_person_06328816,primary,19,19,walk,walk,same_stage_tcs,0.0
hk_person_06225102,hk_person_06113224,primary,19,19,walk,walk,same_stage_tcs,0.0
hk_person_06235074,hk_person_06188485,primary,19,19,pt,mtr,same_stage_tcs,0.0
hk_person_06240358,hk_person_06572340,primary,19,19,pt,franchised_bus,same_stage_tcs,0.0
hk_person_06240665,hk_person_06021679,primary,19,19,pt,franchised_bus,same_stage_tcs,0.0
hk_person_06252384,hk_person_06207953,secondary,19,19,walk,walk,same_stage_tcs,0.0
hk_person_06280782,hk_person_06267413,secondary,19,19,pt,plb,same_stage_tcs,0.0
hk_person_06282019,hk_person_06345661,secondary,19,19,walk,walk,same_stage_tcs,0.0
hk_person_06285897,hk_person_06591583,secondary,19,19,walk,walk,same_stage_tcs,0.0
hk_person_06298283,hk_person_06188484,secondary,19,19,walk,walk,same_stage_tcs,0.0
hk_person_06303244,hk_person_06575095,primary,19,19,pt,mtr,same_stage_tcs,0.0
hk_person_06308086,hk_person_06136387,secondary,19,19,pt,franchised_bus,same_stage_tcs,0.0
hk_person_06318364,hk_person_06292775,kindergarten,19,19,pt,mtr,same_stage_tcs,0.0
hk_person_06335366,hk_person_06044988,kindergarten,19,19,walk,walk,same_stage_tcs,0.0
hk_person_06347793,hk_person_06298404,kindergarten,19,19,pt,franchised_bus,same_stage_tcs,0.0
hk_person_06357901,hk_person_06420088,secondary,20,20,walk,walk,same_stage_tcs,0.0
hk_person_06364033,hk_person_06366400,primary,20,20,pt,franchised_bus,same_stage_tcs,0.0
hk_person_06373931,hk_person_06423175,kindergarten,20,20,walk,walk,same_stage_tcs,0.0
hk_person_06375308,hk_person_06393798,primary,20,20,walk,walk,same_stage_tcs,0.0
hk_person_06399022,hk_person_06382619,kindergarten,20,20,walk,walk,same_stage_tcs,0.0
hk_person_06400900,hk_person_05934177,primary,20,20,pt,plb,same_stage_tcs,0.0
hk_person_06401012,hk_person_06434141,kindergarten,20,20,walk,walk,same_stage_tcs,0.0
hk_person_06410570,hk_person_06352482,primary,20,20,pt,plb,same_stage_tcs,0.0
hk_person_06417874,hk_person_06546389,special,20,20,pt,franchised_bus,same_stage_tcs,0.0
hk_person_06419172,hk_person_06409645,secondary,20,20,pt,plb,same_stage_tcs,0.0
hk_person_06420404,hk_person_06488607,secondary,20,20,walk,walk,same_stage_tcs,0.0
hk_person_06422412,hk_person_06418694,primary,20,20,walk,walk,same_stage_tcs,0.0
hk_person_06432178,hk_person_06382835,primary,20,20,pt,plb,same_stage_tcs,0.0
hk_person_06438931,hk_person_06357459,secondary,20,20,pt,lrt,same_stage_tcs,0.0
hk_person_06456227,hk_person_06400777,secondary,20,20,walk,walk,same_stage_tcs,0.0
hk_person_06477870,hk_person_06455383,secondary,20,20,pt,mtr,same_stage_tcs,0.0
hk_person_06494402,hk_person_06435902,primary,20,20,pt,mtr,same_stage_tcs,0.0
hk_person_06509526,hk_person_06522543,kindergarten,20,20,pt,franchised_bus,same_stage_tcs,0.0
hk_person_06521677,hk_person_06476536,kindergarten,20,20,walk,walk,same_stage_tcs,0.0
hk_person_06524802,hk_person_06353307,secondary,20,20,walk,walk,same_stage_tcs,0.0
hk_person_06536946,hk_person_06474019,secondary,20,20,walk,walk,same_stage_tcs,0.0
hk_person_06550051,hk_person_06385796,kindergarten,20,20,walk,walk,same_stage_tcs,0.0
hk_person_06568240,hk_person_06185387,secondary,19,19,pt,franchised_bus,same_stage_tcs,0.0
hk_person_06578062,hk_person_06294945,kindergarten,19,19,pt,plb,same_stage_tcs,0.0
hk_person_06579334,hk_person_06338406,secondary,19,19,pt,mtr,same_stage_tcs,0.0
hk_person_06591669,hk_person_06316959,kindergarten,19,19,walk,walk,same_stage_tcs,0.0
hk_person_06594912,hk_person_06117804,primary,19,19,walk,walk,same_stage_tcs,0.0
hk_person_06607015,hk_person_06277512,primary,19,19,walk,walk,same_stage_tcs,0.0
hk_person_06608525,hk_person_06593051,primary,19,19,walk,walk,same_stage_tcs,0.0
hk_person_06623818,hk_person_06316837,primary,19,19,pt,franchised_bus,same_stage_tcs,0.0
hk_person_06672956,hk_person_06652855,secondary,25,25,pt,mtr,same_stage_tcs,0.0
hk_person_06673274,hk_person_07070261,secondary,21,21,walk,walk,same_stage_tcs,0.0
hk_person_06685699,hk_person_06804269,secondary,21,21,pt,plb,same_stage_tcs,0.0
hk_person_06686793,hk_person_06573323,primary,25,25,pt,mtr,same_stage_tcs,0.0
hk_person_06703528,hk_person_06707246,kindergarten,21,21,pt,franchised_bus,same_stage_tcs,0.0
hk_person_06717617,hk_person_06924392,primary,21,21,walk,walk,same_stage_tcs,0.0
hk_person_06721208,hk_person_07071507,secondary,21,21,pt,franchised_bus,same_stage_tcs,0.0
hk_person_06724945,hk_person_07111469,secondary,21,21,walk,walk,same_stage_tcs,0.0
hk_person_06731799,hk_person_06771000,kindergarten,21,21,pt,franchised_bus,same_stage_tcs,0.0
hk_person_06737690,hk_person_07049052,primary,21,21,walk,walk,same_stage_tcs,0.0
hk_person_06741635,hk_person_07010005,primary,21,21,walk,walk,same_stage_tcs,0.0
hk_person_06741833,hk_person_07043657,kindergarten,21,21,walk,walk,same_stage_tcs,0.0
hk_person_06749256,hk_person_07100012,primary,21,21,pt,lrt,same_stage_tcs,0.0
hk_person_06751779,hk_person_06841728,secondary,21,21,pt,mtr,same_stage_tcs,0.0
hk_person_06769941,hk_person_06827581,primary,21,21,pt,plb,same_stage_tcs,0.0
hk_person_06772356,hk_person_06725286,secondary,21,21,walk,walk,same_stage_tcs,0.0
hk_person_06789176,hk_person_07025079,secondary,21,21,walk,walk,same_stage_tcs,0.0
hk_person_06793952,hk_person_06842274,secondary,21,21,walk,walk,same_stage_tcs,0.0
hk_person_06801197,hk_person_06709437,secondary,21,21,walk,walk,same_stage_tcs,0.0
hk_person_06802495,hk_person_06895964,secondary,21,21,pt,mtr,same_stage_tcs,0.0
hk_person_06807589,hk_person_06828222,secondary,21,21,pt,mtr,same_stage_tcs,0.0
hk_person_06807654,hk_person_06827092,secondary,21,21,walk,walk,same_stage_tcs,0.0
hk_person_06808825,hk_person_06985114,secondary,21,21,pt,franchised_bus,same_stage_tcs,0.0
hk_person_06809044,hk_person_07075519,kindergarten,21,21,pt,mtr,same_stage_tcs,0.0
hk_person_06827370,hk_person_07083018,secondary,21,21,pt,plb,same_stage_tcs,0.0
hk_person_06829562,hk_person_07049494,kindergarten,21,21,walk,walk,same_stage_tcs,0.0
hk_person_06829871,hk_person_07107678,secondary,21,21,walk,walk,same_stage_tcs,0.0
hk_person_06845639,hk_person_07048611,primary,21,21,pt,mtr,same_stage_tcs,0.0
hk_person_06845887,hk_person_07099946,secondary,21,21,pt,lrt,same_stage_tcs,0.0
hk_person_06847722,hk_person_07066239,primary,21,21,walk,walk,same_stage_tcs,0.0
hk_person_06858073,hk_person_07082522,secondary,21,21,pt,lrt,same_stage_tcs,0.0
hk_person_06865064,hk_person_06735267,secondary,21,21,walk,walk,same_stage_tcs,0.0
hk_person_06880678,hk_person_06742933,kindergarten,21,21,pt,mtr,same_stage_tcs,0.0
hk_person_06897002,hk_person_07063052,secondary,21,21,walk,walk,same_stage_tcs,0.0
hk_person_06902371,hk_person_07049810,secondary,21,21,pt,franchised_bus,same_stage_tcs,0.0
hk_person_06916352,hk_person_06772231,kindergarten,21,21,pt,franchised_bus,same_stage_tcs,0.0
hk_person_06932871,hk_person_07068528,kindergarten,21,21,pt,mtr,same_stage_tcs,0.0
hk_person_06936825,hk_person_07031904,primary,21,21,pt,mtr,same_stage_tcs,0.0
hk_person_06945855,hk_person_07031840,primary,21,21,walk,walk,same_stage_tcs,0.0
hk_person_06951126,hk_person_06815133,secondary,21,21,pt,franchised_bus,same_stage_tcs,0.0
hk_person_06951674,hk_person_07031903,secondary,21,21,walk,walk,same_stage_tcs,0.0
hk_person_06958068,hk_person_07081969,primary,21,21,pt,plb,same_stage_tcs,0.0
hk_person_06961003,hk_person_07074879,primary,21,21,walk,walk,same_stage_tcs,0.0
hk_person_06964618,hk_person_06707247,secondary,21,21,pt,mtr,same_stage_tcs,0.0
hk_person_06964805,hk_person_06676568,primary,21,21,walk,walk,same_stage_tcs,0.0
hk_person_06964870,hk_person_07051213,primary,21,21,pt,mtr,same_stage_tcs,0.0
