person_id,household_id,role,allocation_source,student_stage,age,sex,relationship_role,household_private_vehicle_count,car_passenger_leg_count,compatible_leg_count,direct_leg_count,common_direct_driver_count,common_detour_screen_driver_count,candidate_tour_status,candidate_same_driver_person_id
hk_person_03592837,hk_hh_1339654,day_school_student,student_swap_car_household_donor,secondary,17,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03592898,hk_hh_1339678,day_school_student,student_swap_car_household_donor,kindergarten,4,F,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_03598801,hk_hh_1341962,day_school_student,student_swap_car_household_donor,special,15,F,child,2,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_03603632,hk_hh_1343816,day_school_student,student_swap_car_household_donor,primary,6,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03605941,hk_hh_1344661,day_school_student,student_swap_car_household_donor,primary,7,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03606251,hk_hh_1344768,day_school_student,student_swap_car_household_donor,secondary,15,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03610494,hk_hh_1346247,day_school_student,student_swap_car_household_donor,secondary,16,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03610519,hk_hh_1346255,day_school_student,student_original_private_vehicle_retained,secondary,17,F,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_03610518
hk_person_03613414,hk_hh_1347263,fixed_worker,adult_retained_private_car_passenger_van,,25,M,other_member,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_03621073,hk_hh_1349879,day_school_student,student_swap_car_household_donor,secondary,14,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03621074,hk_hh_1349879,day_school_student,student_swap_car_household_donor,kindergarten,5,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03622451,hk_hh_1350369,day_school_student,student_swap_car_household_donor,primary,7,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03630966,hk_hh_1353351,fixed_worker,adult_retained_private_car_passenger_van,,34,F,reference_person,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_03664413,hk_hh_1365538,fixed_worker,adult_retained_private_car_passenger_van,,60,F,partner_or_other_adult,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_03667072,hk_hh_1366491,fixed_worker,adult_retained_private_car_passenger_van,,44,M,partner_or_other_adult,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_03698963,hk_hh_1377571,day_school_student,student_swap_car_household_donor,secondary,16,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03712920,hk_hh_1382237,fixed_worker,adult_retained_private_car_passenger_van,,67,F,reference_person,2,2,0,0,0,0,no_real_driver_current_plan,
hk_person_03718926,hk_hh_1384415,day_school_student,student_swap_car_household_donor,secondary,16,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03726482,hk_hh_1387200,day_school_student,student_swap_car_household_donor,primary,8,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03729465,hk_hh_1388296,day_school_student,student_swap_car_household_donor,secondary,15,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03729738,hk_hh_1388401,day_school_student,student_original_private_vehicle_retained,primary,9,F,child,1,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_03730097,hk_hh_1388530,day_school_student,student_swap_car_household_donor,primary,8,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03730526,hk_hh_1388685,day_school_student,student_swap_car_household_donor,primary,10,M,child,2,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03733149,hk_hh_1389658,day_school_student,student_swap_car_household_donor,primary,6,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03734574,hk_hh_1390188,day_school_student,student_swap_car_household_donor,secondary,17,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03741732,hk_hh_1392808,day_school_student,student_swap_car_household_donor,primary,10,M,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_03742555,hk_hh_1393112,day_school_student,student_swap_car_household_donor,secondary,12,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03746251,hk_hh_1394493,day_school_student,student_original_private_vehicle_retained,primary,9,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03749863,hk_hh_1395813,day_school_student,student_swap_car_household_donor,secondary,16,M,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_03750437,hk_hh_1396013,day_school_student,student_original_private_vehicle_retained,kindergarten,3,F,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_03750435
hk_person_03768265,hk_hh_1402355,fixed_worker,adult_retained_private_car_passenger_van,,37,F,other_member,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_03768823,hk_hh_1402549,day_school_student,student_swap_car_household_donor,primary,7,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03769061,hk_hh_1402644,day_school_student,student_swap_car_household_donor,primary,8,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03797996,hk_hh_1413951,day_school_student,student_swap_car_household_donor,secondary,17,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03798540,hk_hh_1414138,day_school_student,student_swap_car_household_donor,kindergarten,5,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03804016,hk_hh_1416093,day_school_student,student_original_private_vehicle_retained,primary,10,M,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_03804015
hk_person_03807527,hk_hh_1417359,day_school_student,student_swap_car_household_donor,primary,7,F,child,1,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_03808819,hk_hh_1417817,day_school_student,student_swap_car_household_donor,primary,6,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03841706,hk_hh_1429233,day_school_student,student_swap_car_household_donor,secondary,13,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03859018,hk_hh_1435459,day_school_student,student_original_private_vehicle_retained,secondary,12,F,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_03859019
hk_person_03862375,hk_hh_1436781,day_school_student,student_swap_car_household_donor,secondary,16,F,child,2,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_03866087,hk_hh_1438201,day_school_student,student_swap_car_household_donor,kindergarten,4,M,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_03877793,hk_hh_1442647,day_school_student,student_swap_car_household_donor,secondary,14,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03878471,hk_hh_1442910,day_school_student,student_swap_car_household_donor,primary,9,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03879223,hk_hh_1443186,day_school_student,student_original_private_vehicle_retained,kindergarten,5,M,child,1,2,1,2,1,0,complete_direct_same_driver,hk_person_03879222
hk_person_03880269,hk_hh_1443600,day_school_student,student_original_private_vehicle_retained,secondary,17,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03886323,hk_hh_1445871,day_school_student,student_original_private_vehicle_retained,primary,10,M,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_03886324
hk_person_03888393,hk_hh_1446629,day_school_student,student_swap_car_household_donor,primary,6,F,child,2,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03888966,hk_hh_1446825,day_school_student,student_swap_car_household_donor,secondary,16,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03888968,hk_hh_1446825,day_school_student,student_swap_car_household_donor,primary,7,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03890541,hk_hh_1447386,day_school_student,student_swap_car_household_donor,secondary,15,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03894539,hk_hh_1448806,day_school_student,student_original_private_vehicle_retained,primary,11,M,child,3,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03898770,hk_hh_1450313,day_school_student,student_swap_car_household_donor,primary,6,M,child,1,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_03902527,hk_hh_1451646,day_school_student,student_swap_car_household_donor,secondary,12,F,child,1,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_03904804,hk_hh_1452446,day_school_student,student_swap_car_household_donor,primary,6,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03910150,hk_hh_1454326,day_school_student,student_original_private_vehicle_retained,primary,11,F,child,1,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_03910680,hk_hh_1454497,fixed_worker,adult_retained_private_car_passenger_van,,37,F,reference_person,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_03911003,hk_hh_1454611,day_school_student,student_swap_car_household_donor,secondary,15,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03920930,hk_hh_1457904,day_school_student,student_swap_car_household_donor,primary,11,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03925737,hk_hh_1459513,day_school_student,student_swap_car_household_donor,kindergarten,3,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03928139,hk_hh_1460309,day_school_student,student_swap_car_household_donor,primary,9,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03929590,hk_hh_1460773,day_school_student,student_swap_car_household_donor,primary,8,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03929936,hk_hh_1460883,day_school_student,student_original_private_vehicle_retained,kindergarten,4,M,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_03929934
hk_person_03948119,hk_hh_1466779,day_school_student,student_swap_car_household_donor,primary,6,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03948123,hk_hh_1466779,day_school_student,student_swap_car_household_donor,secondary,13,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03952145,hk_hh_1468111,day_school_student,student_swap_car_household_donor,kindergarten,3,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03953486,hk_hh_1468634,day_school_student,student_swap_car_household_donor,kindergarten,3,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03956710,hk_hh_1469875,day_school_student,student_swap_car_household_donor,secondary,16,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03968695,hk_hh_1474485,day_school_student,student_swap_car_household_donor,primary,6,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03975843,hk_hh_1477471,day_school_student,student_swap_car_household_donor,kindergarten,4,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03977257,hk_hh_1478046,fixed_worker,adult_retained_private_car_passenger_van,,62,F,reference_person,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_03978863,hk_hh_1478728,day_school_student,student_swap_car_household_donor,kindergarten,3,M,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_03982898,hk_hh_1480358,day_school_student,student_swap_car_household_donor,primary,9,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03982899,hk_hh_1480358,day_school_student,student_original_private_vehicle_retained,kindergarten,5,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03983049,hk_hh_1480411,day_school_student,student_swap_car_household_donor,primary,11,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03983050,hk_hh_1480411,day_school_student,student_original_private_vehicle_retained,secondary,17,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03984936,hk_hh_1481085,day_school_student,student_swap_car_household_donor,secondary,17,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_03986321,hk_hh_1481576,fixed_worker,adult_retained_private_car_passenger_van,,50,F,other_member,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_03999626,hk_hh_1486262,day_school_student,student_swap_car_household_donor,primary,7,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04007605,hk_hh_1489461,day_school_student,student_swap_car_household_donor,primary,10,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04015205,hk_hh_1492410,day_school_student,student_swap_car_household_donor,secondary,14,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04022516,hk_hh_1495011,day_school_student,student_original_private_vehicle_retained,kindergarten,5,M,child,2,2,2,2,1,1,complete_direct_same_driver,hk_person_04022518
hk_person_04023024,hk_hh_1495201,day_school_student,student_swap_car_household_donor,kindergarten,5,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04024552,hk_hh_1495746,day_school_student,student_swap_car_household_donor,secondary,15,F,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_04028014,hk_hh_1497007,day_school_student,student_swap_car_household_donor,kindergarten,4,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04028292,hk_hh_1497125,day_school_student,student_swap_car_household_donor,secondary,14,F,child,2,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04050258,hk_hh_1505332,day_school_student,student_swap_car_household_donor,primary,10,F,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_04056016,hk_hh_1507404,day_school_student,student_swap_car_household_donor,primary,6,F,child,2,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04057068,hk_hh_1507782,day_school_student,student_swap_car_household_donor,primary,8,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04061177,hk_hh_1509222,day_school_student,student_original_private_vehicle_retained,secondary,14,F,child,3,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04063676,hk_hh_1510086,day_school_student,student_swap_car_household_donor,secondary,17,F,child,1,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_04078345,hk_hh_1515065,day_school_student,student_swap_car_household_donor,secondary,15,F,child,1,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_04085115,hk_hh_1517246,day_school_student,student_swap_car_household_donor,secondary,12,M,child,2,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_04087200,hk_hh_1517922,fixed_worker,adult_retained_private_car_passenger_van,,58,M,reference_person,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_04089882,hk_hh_1518789,day_school_student,student_swap_car_household_donor,secondary,16,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04096201,hk_hh_1520822,day_school_student,student_swap_car_household_donor,secondary,12,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04096513,hk_hh_1520934,day_school_student,student_swap_car_household_donor,secondary,14,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04096666,hk_hh_1520989,day_school_student,student_swap_car_household_donor,primary,11,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04097116,hk_hh_1521151,day_school_student,student_swap_car_household_donor,primary,11,M,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_04097266,hk_hh_1521206,day_school_student,student_swap_car_household_donor,secondary,15,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04107413,hk_hh_1524836,day_school_student,student_swap_car_household_donor,kindergarten,5,F,child,2,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04109463,hk_hh_1525549,day_school_student,student_swap_car_household_donor,primary,6,M,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_04111781,hk_hh_1526375,day_school_student,student_swap_car_household_donor,primary,9,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04116262,hk_hh_1527907,day_school_student,student_swap_car_household_donor,kindergarten,4,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04129204,hk_hh_1532462,day_school_student,student_original_private_vehicle_retained,secondary,16,M,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_04131592,hk_hh_1533435,fixed_worker,adult_retained_private_car_passenger_van,,38,M,other_member,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_04140295,hk_hh_1536886,fixed_worker,adult_retained_private_car_passenger_van,,59,F,other_member,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_04167413,hk_hh_1546618,day_school_student,student_swap_car_household_donor,primary,7,M,child,2,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04173091,hk_hh_1548696,day_school_student,student_swap_car_household_donor,primary,10,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04182716,hk_hh_1552398,day_school_student,student_swap_car_household_donor,primary,7,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04182757,hk_hh_1552408,day_school_student,student_swap_car_household_donor,secondary,16,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04184871,hk_hh_1553218,day_school_student,student_swap_car_household_donor,primary,9,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04192589,hk_hh_1556192,day_school_student,student_swap_car_household_donor,secondary,14,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04192701,hk_hh_1556237,day_school_student,student_original_private_vehicle_retained,primary,6,M,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_04192699
hk_person_04199926,hk_hh_1558851,fixed_worker,adult_retained_private_car_passenger_van,,48,F,reference_person,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_04220241,hk_hh_1566461,day_school_student,student_swap_car_household_donor,secondary,13,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04228491,hk_hh_1569828,day_school_student,student_swap_car_household_donor,kindergarten,4,F,child,2,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04234850,hk_hh_1572048,day_school_student,student_swap_car_household_donor,primary,10,F,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_04262755,hk_hh_1582401,fixed_worker,adult_retained_private_car_passenger_van,,57,F,partner_or_other_adult,2,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04265946,hk_hh_1583543,day_school_student,student_swap_car_household_donor,primary,7,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04268769,hk_hh_1584526,day_school_student,student_swap_car_household_donor,secondary,17,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04276622,hk_hh_1587360,day_school_student,student_swap_car_household_donor,primary,6,M,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_04277080,hk_hh_1587527,day_school_student,student_swap_car_household_donor,primary,8,F,child,2,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04277117,hk_hh_1587542,day_school_student,student_swap_car_household_donor,secondary,14,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04277691,hk_hh_1587749,day_school_student,student_swap_car_household_donor,secondary,15,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04294504,hk_hh_1593946,fixed_worker,adult_retained_private_car_passenger_van,,34,M,reference_person,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_04305143,hk_hh_1598150,day_school_student,student_original_private_vehicle_retained,kindergarten,5,M,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_04305142
hk_person_04311989,hk_hh_1601053,fixed_worker,adult_retained_private_car_passenger_van,,60,M,reference_person,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_04323194,hk_hh_1606162,day_school_student,student_swap_car_household_donor,secondary,12,M,child,1,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_04327360,hk_hh_1607875,fixed_worker,adult_retained_private_car_passenger_van,,45,F,partner_or_other_adult,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_04338733,hk_hh_1612527,day_school_student,student_original_private_vehicle_retained,secondary,17,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04339621,hk_hh_1612878,day_school_student,student_swap_car_household_donor,secondary,13,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04345384,hk_hh_1615168,day_school_student,student_swap_car_household_donor,primary,6,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04355917,hk_hh_1619401,day_school_student,student_original_private_vehicle_retained,primary,6,F,child,1,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_04358356,hk_hh_1620279,day_school_student,student_original_private_vehicle_retained,secondary,13,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04359418,hk_hh_1620652,day_school_student,student_swap_car_household_donor,primary,9,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04362602,hk_hh_1621788,day_school_student,student_original_private_vehicle_retained,primary,10,M,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_04362599
hk_person_04369461,hk_hh_1624250,day_school_student,student_swap_car_household_donor,primary,8,F,child,1,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_04370494,hk_hh_1624617,day_school_student,student_swap_car_household_donor,secondary,13,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04383905,hk_hh_1629400,day_school_student,student_original_private_vehicle_retained,secondary,17,F,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_04383902
hk_person_04388713,hk_hh_1631058,day_school_student,student_original_private_vehicle_retained,primary,9,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04396956,hk_hh_1633890,day_school_student,student_swap_car_household_donor,primary,9,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04397269,hk_hh_1634000,day_school_student,student_original_private_vehicle_retained,secondary,12,M,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_04397268
hk_person_04400062,hk_hh_1634935,day_school_student,student_original_private_vehicle_retained,primary,9,M,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_04400061
hk_person_04400418,hk_hh_1635065,day_school_student,student_swap_car_household_donor,primary,6,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04420251,hk_hh_1642223,day_school_student,student_swap_car_household_donor,primary,11,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04421370,hk_hh_1642646,fixed_worker,adult_retained_private_car_passenger_van,,44,M,reference_person,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_04437192,hk_hh_1648071,fixed_worker,adult_retained_private_car_passenger_van,,44,F,reference_person,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_04453128,hk_hh_1655230,day_school_student,student_swap_car_household_donor,secondary,16,M,child,2,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_04455720,hk_hh_1656122,day_school_student,student_original_private_vehicle_retained,primary,7,M,child,1,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_04461524,hk_hh_1658135,day_school_student,student_swap_car_household_donor,secondary,13,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04472034,hk_hh_1661751,day_school_student,student_swap_car_household_donor,primary,8,M,child,1,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_04472529,hk_hh_1661929,day_school_student,student_swap_car_household_donor,primary,10,M,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_04474430,hk_hh_1662586,fixed_worker,adult_retained_private_car_passenger_van,,38,F,reference_person,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_04478754,hk_hh_1664092,day_school_student,student_swap_car_household_donor,primary,6,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04479820,hk_hh_1664445,day_school_student,student_swap_car_household_donor,kindergarten,4,M,child,1,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_04484365,hk_hh_1666018,day_school_student,student_swap_car_household_donor,secondary,13,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04505922,hk_hh_1673770,day_school_student,student_swap_car_household_donor,secondary,16,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04512688,hk_hh_1676343,day_school_student,student_swap_car_household_donor,kindergarten,4,M,child,1,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_04515340,hk_hh_1677346,day_school_student,student_original_private_vehicle_retained,primary,11,M,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_04515337
hk_person_04520601,hk_hh_1679302,day_school_student,student_swap_car_household_donor,secondary,15,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04527466,hk_hh_1681792,day_school_student,student_swap_car_household_donor,secondary,14,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04534266,hk_hh_1684305,day_school_student,student_original_private_vehicle_retained,primary,11,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04542391,hk_hh_1687546,day_school_student,student_swap_car_household_donor,secondary,15,M,child,1,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_04552811,hk_hh_1693327,day_school_student,student_swap_car_household_donor,kindergarten,4,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04557080,hk_hh_1695663,day_school_student,student_original_private_vehicle_retained,secondary,14,F,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_04557079
hk_person_04558790,hk_hh_1696333,day_school_student,student_swap_car_household_donor,primary,7,F,child,1,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_04559458,hk_hh_1696574,day_school_student,student_swap_car_household_donor,primary,6,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04567341,hk_hh_1699575,day_school_student,student_swap_car_household_donor,kindergarten,5,M,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_04574408,hk_hh_1702304,day_school_student,student_swap_car_household_donor,primary,11,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04585623,hk_hh_1706624,day_school_student,student_swap_car_household_donor,secondary,17,M,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_04587939,hk_hh_1707431,day_school_student,student_swap_car_household_donor,primary,11,F,child,1,2,0,0,0,0,no_real_driver_current_plan,
hk_person_04594956,hk_hh_1709831,day_school_student,student_swap_car_household_donor,secondary,14,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04596710,hk_hh_1710442,fixed_worker,adult_retained_private_car_passenger_van,,27,F,other_member,2,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_04597078,hk_hh_1710578,day_school_student,student_swap_car_household_donor,primary,10,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04599051,hk_hh_1711267,day_school_student,student_swap_car_household_donor,kindergarten,5,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04602986,hk_hh_1712624,day_school_student,student_swap_car_household_donor,secondary,14,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04602987,hk_hh_1712624,day_school_student,student_swap_car_household_donor,secondary,17,M,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04605361,hk_hh_1713456,day_school_student,student_swap_car_household_donor,secondary,14,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04614107,hk_hh_1716493,day_school_student,student_original_private_vehicle_retained,kindergarten,5,M,child,1,2,2,2,1,1,complete_direct_same_driver,hk_person_04614106
hk_person_04615457,hk_hh_1716961,day_school_student,student_swap_car_household_donor,secondary,13,F,child,1,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_04621302,hk_hh_1718959,day_school_student,student_swap_car_household_donor,secondary,14,F,child,1,2,1,0,0,0,partial_compatible_existing_legs,
hk_person_04621303,hk_hh_1718959,day_school_student,student_original_private_vehicle_retained,secondary,17,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04624123,hk_hh_1719923,day_school_student,student_swap_car_household_donor,secondary,14,M,child,2,2,0,0,0,0,real_driver_no_compatible_tour,
hk_person_04624131,hk_hh_1719924,day_school_student,student_swap_car_household_donor,secondary,15,F,child,1,2,0,0,0,0,real_driver_no_compatible_tour,
