candidate_group_id,household_id,candidate_source,new_candidate,passenger_person_id,passenger_leg_index,driver_person_id,driver_leg_index,vehicle_id,passenger_planned_departure_time_s,driver_planned_departure_time_s,passenger_ready_before_driver_s,origin_access_gap_m,destination_egress_gap_m,passenger_pickup_link,passenger_dropoff_link,driver_route_start_link,driver_route_end_link
joint:hk_hh_1619401:hk_person_04355917:0,hk_hh_1619401,existing_car_leg_detour_screen,true,hk_person_04355917,0,hk_person_04355916,1,hk_vehicle_0282652,26902.0,28350.0,1448.0,192.7964899678421,2965.6171099582493,road_267824_0_r,road_97229_0_f,road_267824_0_r,road_93954_0_f
joint:hk_hh_1621788:hk_person_04362602:0,hk_hh_1621788,legacy_complete_direct_pair,false,hk_person_04362602,0,hk_person_04362599,1,hk_vehicle_0283507,25154.0,25185.0,31.0,20.17353871814773,134.95007529193077,road_269743_0_r,road_93894_0_r,road_269743_0_r,road_93894_0_r
joint:hk_hh_1621788:hk_person_04362602:1,hk_hh_1621788,legacy_complete_direct_pair,false,hk_person_04362602,1,hk_person_04362599,10,hk_vehicle_0283507,55049.0,55259.0,210.0,134.95007529193077,20.17353871814773,road_93894_0_r,road_269743_0_r,road_93894_0_r,road_269743_0_r
joint:hk_hh_1624250:hk_person_04369461:0,hk_hh_1624250,existing_car_leg_detour_screen,true,hk_person_04369461,0,hk_person_04369460,1,hk_vehicle_0284352,25265.0,26714.0,1449.0,64.80008542862913,11263.735951126988,road_94863_0_f,road_94972_0_f,road_94863_0_f,road_7510_0_f
joint:hk_hh_1629400:hk_person_04383905:0,hk_hh_1629400,legacy_complete_direct_pair,false,hk_person_04383905,0,hk_person_04383902,1,hk_vehicle_0285677,28541.0,28543.0,2.0,1.4683165500259265,35.987719935644016,road_94434_0_f,road_107333_0_r,road_94434_0_f,road_107333_0_r
joint:hk_hh_1629400:hk_person_04383905:1,hk_hh_1629400,legacy_complete_direct_pair,false,hk_person_04383905,1,hk_person_04383902,10,hk_vehicle_0285677,56890.0,56946.0,56.0,35.987719935644016,1.4683165500259265,road_107333_0_r,road_94434_0_f,road_107333_0_r,road_94434_0_f
joint:hk_hh_1634000:hk_person_04397269:0,hk_hh_1634000,legacy_complete_direct_pair,false,hk_person_04397269,0,hk_person_04397268,1,hk_vehicle_0287103,28477.0,28516.0,39.0,25.624460244808276,21.601697538457103,road_94671_0_f,road_94153_0_f,road_94671_0_f,road_94153_0_f
joint:hk_hh_1634000:hk_person_04397269:1,hk_hh_1634000,legacy_complete_direct_pair,false,hk_person_04397269,1,hk_person_04397268,10,hk_vehicle_0287103,56761.0,56794.0,33.0,21.601697538457103,25.624460244808276,road_94153_0_f,road_94671_0_f,road_94153_0_f,road_94671_0_f
joint:hk_hh_1634935:hk_person_04400062:0,hk_hh_1634935,legacy_complete_direct_pair,false,hk_person_04400062,0,hk_person_04400061,1,hk_vehicle_0287398,24631.0,24714.0,83.0,53.3564174900708,57.384873590270765,road_94496_0_r,road_96954_0_f,road_94496_0_r,road_96954_0_f
joint:hk_hh_1634935:hk_person_04400062:1,hk_hh_1634935,legacy_complete_direct_pair,false,hk_person_04400062,1,hk_person_04400061,10,hk_vehicle_0287398,55923.0,56012.0,89.0,57.384873590270765,53.3564174900708,road_96954_0_f,road_94496_0_r,road_96954_0_f,road_94496_0_r
joint:hk_hh_1655230:hk_person_04453128:0,hk_hh_1655230,existing_car_leg_detour_screen,true,hk_person_04453128,0,hk_person_04453125,1,hk_vehicle_0290588,28188.0,28553.0,365.0,131.14449323162765,10033.558993716626,road_96640_0_f,road_9654_0_f,road_96640_0_f,road_821_0_f
joint:hk_hh_1656122:hk_person_04455720:0,hk_hh_1656122,existing_car_leg_detour_screen,true,hk_person_04455720,0,hk_person_04455723,1,hk_vehicle_0290774,26555.0,27411.0,856.0,4.152146433066255,22687.702191140874,road_270290_0_f,road_96369_0_r,road_270290_0_f,road_62355_0_f
joint:hk_hh_1661751:hk_person_04472034:0,hk_hh_1661751,existing_car_leg_detour_screen,true,hk_person_04472034,0,hk_person_04472033,1,hk_vehicle_0292244,27148.0,27819.0,671.0,5.479046323340158,14728.270176569,road_94018_0_f,road_96491_0_f,road_94018_0_f,road_7472_0_f
joint:hk_hh_1664445:hk_person_04479820:0,hk_hh_1664445,existing_car_leg_detour_screen,true,hk_person_04479820,0,hk_person_04479821,1,hk_vehicle_0293128,25003.0,25682.0,679.0,59.162202038340084,24479.99747147229,road_96456_0_f,road_94333_0_f,road_96456_0_f,road_269425_0_f
joint:hk_hh_1676343:hk_person_04512688:0,hk_hh_1676343,existing_car_leg_detour_screen,true,hk_person_04512688,0,hk_person_04512687,1,hk_vehicle_0295563,26902.0,27786.0,884.0,22.91040170942122,21831.67675137803,road_97028_0_f,road_268788_0_f,road_97028_0_f,road_285283_0_r
joint:hk_hh_1677346:hk_person_04515340:0,hk_hh_1677346,legacy_complete_direct_pair,false,hk_person_04515340,0,hk_person_04515337,1,hk_vehicle_0295745,26147.0,26262.0,115.0,73.88214533633553,33.588380148240034,road_98728_0_r,road_93948_0_f,road_98728_0_r,road_93948_0_f
joint:hk_hh_1677346:hk_person_04515340:1,hk_hh_1677346,legacy_complete_direct_pair,false,hk_person_04515340,1,hk_person_04515337,10,hk_vehicle_0295745,54341.0,54393.0,52.0,33.588380148240034,73.88214533633553,road_93948_0_f,road_98728_0_r,road_93948_0_f,road_98728_0_r
joint:hk_hh_1687546:hk_person_04542391:0,hk_hh_1687546,existing_car_leg_detour_screen,true,hk_person_04542391,0,hk_person_04542390,1,hk_vehicle_0297357,27687.0,28859.0,1172.0,22.99961295560048,10934.737160212604,road_98730_0_f,road_96991_0_f,road_98730_0_f,road_7878_0_f
joint:hk_hh_1695663:hk_person_04557080:0,hk_hh_1695663,legacy_complete_direct_pair,false,hk_person_04557080,0,hk_person_04557079,1,hk_vehicle_0298212,27149.0,27221.0,72.0,46.74727347230882,20.08321222843339,road_94080_0_f,road_271726_0_r,road_94080_0_f,road_271726_0_r
joint:hk_hh_1695663:hk_person_04557080:1,hk_hh_1695663,legacy_complete_direct_pair,false,hk_person_04557080,1,hk_person_04557079,10,hk_vehicle_0298212,56696.0,56727.0,31.0,20.08321222843339,46.74727347230882,road_271726_0_r,road_94080_0_f,road_271726_0_r,road_94080_0_f
joint:hk_hh_1696333:hk_person_04558790:0,hk_hh_1696333,existing_car_leg_detour_screen,true,hk_person_04558790,0,hk_person_04558789,1,hk_vehicle_0298351,29398.0,28145.0,-1253.0,19.628831725493658,26047.686551785966,road_94183_0_f,road_278283_0_r,road_94183_0_f,road_283628_0_f
joint:hk_hh_1710442:hk_person_04596710:0,hk_hh_1710442,existing_car_leg_detour_screen,true,hk_person_04596710,0,hk_person_04596708,1,hk_vehicle_0301078,27365.0,27060.0,-305.0,5.599108085163927,20939.612147463344,road_263822_0_r,road_94538_0_f,road_263822_0_r,road_126971_0_f
joint:hk_hh_1716493:hk_person_04614107:0,hk_hh_1716493,legacy_complete_direct_pair,false,hk_person_04614107,0,hk_person_04614106,1,hk_vehicle_0302753,26042.0,26122.0,80.0,51.87281957149541,45.817826690476345,road_96988_0_f,road_97072_0_f,road_96988_0_f,road_97072_0_f
joint:hk_hh_1716493:hk_person_04614107:1,hk_hh_1716493,legacy_complete_direct_pair,false,hk_person_04614107,1,hk_person_04614106,10,hk_vehicle_0302753,45819.0,45890.0,71.0,45.817826690476345,51.87281957149541,road_97072_0_f,road_96988_0_f,road_97072_0_f,road_96988_0_f
joint:hk_hh_1716961:hk_person_04615457:0,hk_hh_1716961,existing_car_leg_detour_screen,true,hk_person_04615457,0,hk_person_04615454,1,hk_vehicle_0302910,28445.0,28941.0,496.0,56.34810786899472,30578.08704238166,road_118058_0_f,road_275285_0_f,road_118058_0_f,road_101539_0_f
joint:hk_hh_1718959:hk_person_04621302:0,hk_hh_1718959,existing_car_leg_detour_screen,true,hk_person_04621302,0,hk_person_04621301,1,hk_vehicle_0303543,25426.0,25194.0,-232.0,17.318447845628118,23653.225338836433,road_279790_0_f,road_134634_0_f,road_279790_0_f,road_61982_0_f
joint:hk_hh_1728223:hk_person_04649945:0,hk_hh_1728223,legacy_complete_direct_pair,false,hk_person_04649945,0,hk_person_04649943,1,hk_vehicle_0305512,28437.0,28525.0,88.0,56.5376988300778,122.29742100725407,road_98724_0_f,road_94972_0_f,road_98724_0_f,road_94972_0_f
joint:hk_hh_1728223:hk_person_04649945:1,hk_hh_1728223,legacy_complete_direct_pair,false,hk_person_04649945,1,hk_person_04649943,10,hk_vehicle_0305512,54851.0,55041.0,190.0,122.29742100725407,56.5376988300778,road_94972_0_f,road_98724_0_f,road_94972_0_f,road_98724_0_f
joint:hk_hh_1737053:hk_person_04672723:0,hk_hh_1737053,legacy_complete_direct_pair,false,hk_person_04672723,0,hk_person_04672722,1,hk_vehicle_0307802,25331.0,25352.0,21.0,13.509338435747058,8.353211450663157,road_95505_0_f,road_93916_0_f,road_95505_0_f,road_93916_0_f
joint:hk_hh_1737053:hk_person_04672723:1,hk_hh_1737053,legacy_complete_direct_pair,false,hk_person_04672723,1,hk_person_04672722,10,hk_vehicle_0307802,58509.0,58522.0,13.0,8.353211450663157,13.509338435747058,road_93916_0_f,road_95505_0_f,road_93916_0_f,road_95505_0_f
joint:hk_hh_1741362:hk_person_04683733:0,hk_hh_1741362,existing_car_leg_detour_screen,true,hk_person_04683733,0,hk_person_04683730,1,hk_vehicle_0308741,28794.0,29943.0,1149.0,58.01269951982132,27176.238000854784,road_95505_0_f,road_95564_0_f,road_95505_0_f,road_100482_0_r
joint:hk_hh_1741362:hk_person_04683733:1,hk_hh_1741362,existing_car_leg_detour_screen,true,hk_person_04683733,1,hk_person_04683732,4,hk_vehicle_0308742,44252.0,43184.0,-1068.0,479.33884462644227,58.01269951982132,road_95564_0_f,road_95505_0_f,road_272889_0_f,road_95505_0_f
joint:hk_hh_1751704:hk_person_04709906:0,hk_hh_1751704,legacy_complete_direct_pair,false,hk_person_04709906,0,hk_person_04709907,1,hk_vehicle_0311059,28052.0,28081.0,29.0,18.99422965743199,25.993924901764366,road_260854_0_f,road_134634_0_f,road_260854_0_f,road_134634_0_f
joint:hk_hh_1751704:hk_person_04709906:1,hk_hh_1751704,legacy_complete_direct_pair,false,hk_person_04709906,1,hk_person_04709907,10,hk_vehicle_0311059,58390.0,58430.0,40.0,25.993924901764366,18.99422965743199,road_134634_0_f,road_260854_0_f,road_134634_0_f,road_260854_0_f
joint:hk_hh_1757825:hk_person_04725954:0,hk_hh_1757825,legacy_complete_direct_pair,false,hk_person_04725954,0,hk_person_04725953,1,hk_vehicle_0312761,27375.0,27405.0,30.0,19.78078822695382,35.639940540912086,road_95678_0_f,road_118043_0_r,road_95678_0_f,road_118043_0_r
joint:hk_hh_1757825:hk_person_04725954:1,hk_hh_1757825,legacy_complete_direct_pair,false,hk_person_04725954,1,hk_person_04725953,10,hk_vehicle_0312761,56488.0,56543.0,55.0,35.639940540912086,19.78078822695382,road_118043_0_r,road_95678_0_f,road_118043_0_r,road_95678_0_f
joint:hk_hh_1758881:hk_person_04728701:0,hk_hh_1758881,legacy_complete_direct_pair,false,hk_person_04728701,0,hk_person_04728699,1,hk_vehicle_0313071,28195.0,28234.0,39.0,25.38006568100341,6.278084043395146,road_271746_0_r,road_95825_0_f,road_271746_0_r,road_95825_0_f
joint:hk_hh_1758881:hk_person_04728701:1,hk_hh_1758881,legacy_complete_direct_pair,false,hk_person_04728701,1,hk_person_04728699,10,hk_vehicle_0313071,53626.0,53635.0,9.0,6.278084043395146,25.38006568100341,road_95825_0_f,road_271746_0_r,road_95825_0_f,road_271746_0_r
joint:hk_hh_1768565:hk_person_04753891:0,hk_hh_1768565,existing_car_leg_detour_screen,true,hk_person_04753891,0,hk_person_04753888,1,hk_vehicle_0315743,27506.0,27154.0,-352.0,47.29703764392873,8785.3696474699,road_95560_0_f,road_95774_0_f,road_95560_0_f,road_261440_0_r
joint:hk_hh_1771335:hk_person_04761312:0,hk_hh_1771335,legacy_complete_direct_pair,false,hk_person_04761312,0,hk_person_04761311,1,hk_vehicle_0316378,25064.0,25156.0,92.0,59.23915051238282,36.22204958730922,road_96772_0_f,road_95654_0_f,road_96772_0_f,road_95654_0_f
joint:hk_hh_1771335:hk_person_04761312:1,hk_hh_1771335,legacy_complete_direct_pair,false,hk_person_04761312,1,hk_person_04761311,10,hk_vehicle_0316378,55335.0,55391.0,56.0,36.22204958730922,59.23915051238282,road_95654_0_f,road_96772_0_f,road_95654_0_f,road_96772_0_f
joint:hk_hh_1790272:hk_person_04811186:0,hk_hh_1790272,existing_car_leg_detour_screen,true,hk_person_04811186,0,hk_person_04811185,1,hk_vehicle_0320168,27260.0,28275.0,1015.0,25.836320945930257,7507.137255295859,road_96191_0_f,road_271846_0_f,road_96191_0_f,road_94565_0_r
joint:hk_hh_1790272:hk_person_04811187:0,hk_hh_1790272,legacy_complete_direct_pair,false,hk_person_04811187,0,hk_person_04811185,1,hk_vehicle_0320168,28235.0,28275.0,40.0,25.836320945930257,146.46681582529652,road_96191_0_f,road_94565_0_r,road_96191_0_f,road_94565_0_r
joint:hk_hh_1790272:hk_person_04811187:1,hk_hh_1790272,legacy_complete_direct_pair,false,hk_person_04811187,1,hk_person_04811185,10,hk_vehicle_0320168,44673.0,44901.0,228.0,146.46681582529652,25.836320945930257,road_94565_0_r,road_96191_0_f,road_94565_0_r,road_96191_0_f
joint:hk_hh_1793846:hk_person_04820614:0,hk_hh_1793846,existing_car_leg_detour_screen,true,hk_person_04820614,0,hk_person_04820613,1,hk_vehicle_0321407,26584.0,26099.0,-485.0,61.79100084156984,16981.74773742482,road_95698_0_f,road_260690_0_f,road_95698_0_f,road_106191_0_f
joint:hk_hh_1801587:hk_person_04842455:0,hk_hh_1801587,legacy_complete_direct_pair,false,hk_person_04842455,0,hk_person_04842452,1,hk_vehicle_0324552,29823.0,29946.0,123.0,79.18918805618456,40.173485945435594,road_95837_0_f,road_96369_0_r,road_95837_0_f,road_96369_0_r
joint:hk_hh_1801587:hk_person_04842455:1,hk_hh_1801587,legacy_complete_direct_pair,false,hk_person_04842455,1,hk_person_04842452,10,hk_vehicle_0324552,58492.0,58554.0,62.0,40.173485945435594,79.18918805618456,road_96369_0_r,road_95837_0_f,road_96369_0_r,road_95837_0_f
joint:hk_hh_1809745:hk_person_04866095:0,hk_hh_1809745,legacy_complete_direct_pair,false,hk_person_04866095,0,hk_person_04866093,1,hk_vehicle_0329242,26767.0,26815.0,48.0,30.779544346234303,48.313205303052555,road_97070_0_f,road_94410_0_f,road_97070_0_f,road_94410_0_f
joint:hk_hh_1809745:hk_person_04866095:1,hk_hh_1809745,legacy_complete_direct_pair,false,hk_person_04866095,1,hk_person_04866093,10,hk_vehicle_0329242,58358.0,58433.0,75.0,48.313205303052555,30.779544346234303,road_94410_0_f,road_97070_0_f,road_94410_0_f,road_97070_0_f
joint:hk_hh_1810001:hk_person_04866851:0,hk_hh_1810001,legacy_complete_direct_pair,false,hk_person_04866851,0,hk_person_04866849,1,hk_vehicle_0329417,24747.0,24865.0,118.0,76.1403101189562,28.241849815200002,road_165359_0_f,road_94347_0_f,road_165359_0_f,road_94347_0_f
joint:hk_hh_1810001:hk_person_04866851:1,hk_hh_1810001,legacy_complete_direct_pair,false,hk_person_04866851,1,hk_person_04866849,10,hk_vehicle_0329417,55059.0,55103.0,44.0,28.241849815200002,76.1403101189562,road_94347_0_f,road_165359_0_f,road_94347_0_f,road_165359_0_f
joint:hk_hh_1815677:hk_person_04883305:0,hk_hh_1815677,existing_car_leg_detour_screen,true,hk_person_04883305,0,hk_person_04883306,1,hk_vehicle_0332968,27698.0,29443.0,1745.0,146.40455740516336,7688.851874293167,road_95784_0_f,road_106537_0_f,road_95784_0_f,road_271895_0_f
joint:hk_hh_1820954:hk_person_04896659:0,hk_hh_1820954,legacy_complete_direct_pair,false,hk_person_04896659,0,hk_person_04896658,1,hk_vehicle_0333954,26917.0,27015.0,98.0,63.09374411696967,76.416220175983,road_260041_0_r,road_261545_0_r,road_260041_0_r,road_261545_0_r
joint:hk_hh_1820954:hk_person_04896659:1,hk_hh_1820954,legacy_complete_direct_pair,false,hk_person_04896659,1,hk_person_04896658,10,hk_vehicle_0333954,54468.0,54587.0,119.0,76.416220175983,63.09374411696967,road_261545_0_r,road_260041_0_r,road_261545_0_r,road_260041_0_r
joint:hk_hh_1821209:hk_person_04897413:0,hk_hh_1821209,legacy_complete_direct_pair,false,hk_person_04897413,0,hk_person_04897411,1,hk_vehicle_0334091,28478.0,28558.0,80.0,51.36825613158992,17.98768568565364,road_260042_0_r,road_94420_0_f,road_260042_0_r,road_94420_0_f
joint:hk_hh_1821209:hk_person_04897413:1,hk_hh_1821209,legacy_complete_direct_pair,false,hk_person_04897413,1,hk_person_04897411,10,hk_vehicle_0334091,54843.0,54871.0,28.0,17.98768568565364,51.36825613158992,road_94420_0_f,road_260042_0_r,road_94420_0_f,road_260042_0_r
joint:hk_hh_1839053:hk_person_04947969:0,hk_hh_1839053,legacy_complete_direct_pair,false,hk_person_04947969,0,hk_person_04947967,1,hk_vehicle_0342080,24686.0,24756.0,70.0,45.50276936630529,81.60722233347352,road_94348_0_f,road_110835_0_f,road_94348_0_f,road_110835_0_f
joint:hk_hh_1839053:hk_person_04947969:1,hk_hh_1839053,legacy_complete_direct_pair,false,hk_person_04947969,1,hk_person_04947967,10,hk_vehicle_0342080,54757.0,54884.0,127.0,81.60722233347352,45.50276936630529,road_110835_0_f,road_94348_0_f,road_110835_0_f,road_94348_0_f
joint:hk_hh_1851482:hk_person_04984783:0,hk_hh_1851482,existing_car_leg_detour_screen,true,hk_person_04984783,0,hk_person_04984784,1,hk_vehicle_0343814,29151.0,30584.0,1433.0,62.26199694016857,2352.3966617296214,road_95254_0_f,road_107319_0_f,road_95254_0_f,road_260217_0_f
joint:hk_hh_1851653:hk_person_04985294:0,hk_hh_1851653,existing_car_leg_detour_screen,true,hk_person_04985294,0,hk_person_04985293,1,hk_vehicle_0343839,27930.0,28451.0,521.0,74.23839960564634,16427.517137293627,road_165531_0_r,road_96142_0_f,road_165531_0_r,road_59570_0_r
joint:hk_hh_1857017:hk_person_04999802:0,hk_hh_1857017,legacy_complete_direct_pair,false,hk_person_04999802,0,hk_person_04999801,1,hk_vehicle_0344518,27725.0,27832.0,107.0,68.77783358785811,53.80364527626297,road_94219_0_r,road_165529_0_r,road_94219_0_r,road_165529_0_r
joint:hk_hh_1857017:hk_person_04999802:1,hk_hh_1857017,legacy_complete_direct_pair,false,hk_person_04999802,1,hk_person_04999801,10,hk_vehicle_0344518,57163.0,57246.0,83.0,53.80364527626297,68.77783358785811,road_165529_0_r,road_94219_0_r,road_165529_0_r,road_94219_0_r
joint:hk_hh_1858174:hk_person_05003070:0,hk_hh_1858174,existing_car_leg_detour_screen,true,hk_person_05003070,0,hk_person_05003066,1,hk_vehicle_0344920,27527.0,26603.0,-924.0,54.51981087921673,13728.812699745098,road_95027_0_f,road_93769_0_f,road_95027_0_f,road_285402_0_r
joint:hk_hh_1860311:hk_person_05009000:0,hk_hh_1860311,existing_car_leg_detour_screen,true,hk_person_05009000,0,hk_person_05009002,1,hk_vehicle_0345599,27281.0,28102.0,821.0,118.45441101946454,29669.50871818837,road_163750_0_r,road_153517_0_r,road_163750_0_r,road_101233_0_f
joint:hk_hh_1881948:hk_person_05072797:0,hk_hh_1881948,legacy_complete_direct_pair,false,hk_person_05072797,0,hk_person_05072798,1,hk_vehicle_0349413,25795.0,25880.0,85.0,54.51981087921673,74.59110358327355,road_95027_0_f,road_95635_0_r,road_95027_0_f,road_95635_0_r
joint:hk_hh_1881948:hk_person_05072797:1,hk_hh_1881948,legacy_complete_direct_pair,false,hk_person_05072797,1,hk_person_05072798,10,hk_vehicle_0349413,49660.0,49776.0,116.0,74.59110358327355,54.51981087921673,road_95635_0_r,road_95027_0_f,road_95635_0_r,road_95027_0_f
joint:hk_hh_1885011:hk_person_05081226:0,hk_hh_1885011,legacy_complete_direct_pair,false,hk_person_05081226,0,hk_person_05081225,1,hk_vehicle_0350148,28169.0,28274.0,105.0,67.72004964547831,81.60722233347352,road_95885_0_f,road_110835_0_f,road_95885_0_f,road_110835_0_f
joint:hk_hh_1885011:hk_person_05081226:1,hk_hh_1885011,legacy_complete_direct_pair,false,hk_person_05081226,1,hk_person_05081225,10,hk_vehicle_0350148,58460.0,58587.0,127.0,81.60722233347352,67.72004964547831,road_110835_0_f,road_95885_0_f,road_110835_0_f,road_95885_0_f
joint:hk_hh_1890041:hk_person_05094863:0,hk_hh_1890041,legacy_complete_direct_pair,false,hk_person_05094863,0,hk_person_05094862,1,hk_vehicle_0351500,26728.0,26820.0,92.0,59.11200935512102,55.70840979591554,road_96148_0_f,road_94349_0_f,road_96148_0_f,road_94349_0_f
joint:hk_hh_1890041:hk_person_05094863:1,hk_hh_1890041,legacy_complete_direct_pair,false,hk_person_05094863,1,hk_person_05094862,10,hk_vehicle_0351500,45713.0,45799.0,86.0,55.70840979591554,59.11200935512102,road_94349_0_f,road_96148_0_f,road_94349_0_f,road_96148_0_f
joint:hk_hh_1936585:hk_person_05231274:0,hk_hh_1936585,legacy_complete_direct_pair,false,hk_person_05231274,0,hk_person_05231273,1,hk_vehicle_0359108,26808.0,27041.0,233.0,149.48566236739765,81.60722233347352,road_111854_0_f,road_110835_0_f,road_111854_0_f,road_110835_0_f
joint:hk_hh_1936585:hk_person_05231274:1,hk_hh_1936585,legacy_complete_direct_pair,false,hk_person_05231274,1,hk_person_05231273,10,hk_vehicle_0359108,54961.0,55088.0,127.0,81.60722233347352,149.48566236739765,road_110835_0_f,road_111854_0_f,road_110835_0_f,road_111854_0_f
joint:hk_hh_1936794:hk_person_05231976:0,hk_hh_1936794,legacy_complete_direct_pair,false,hk_person_05231976,0,hk_person_05231978,1,hk_vehicle_0359290,30559.0,30694.0,135.0,86.83466647900707,53.38896986911743,road_111856_0_f,road_97229_0_f,road_111856_0_f,road_97229_0_f
joint:hk_hh_1936794:hk_person_05231976:1,hk_hh_1936794,legacy_complete_direct_pair,false,hk_person_05231976,1,hk_person_05231978,10,hk_vehicle_0359290,54557.0,54640.0,83.0,53.38896986911743,86.83466647900707,road_97229_0_f,road_111856_0_f,road_97229_0_f,road_111856_0_f
joint:hk_hh_1956241:hk_person_05288483:0,hk_hh_1956241,legacy_complete_direct_pair,false,hk_person_05288483,0,hk_person_05288482,1,hk_vehicle_0371330,25672.0,26262.0,590.0,378.5117773728652,31.932279919539468,road_274604_0_r,road_272791_0_r,road_274604_0_r,road_272791_0_r
joint:hk_hh_1956241:hk_person_05288483:1,hk_hh_1956241,legacy_complete_direct_pair,false,hk_person_05288483,1,hk_person_05288482,10,hk_vehicle_0371330,46031.0,46080.0,49.0,31.932279919539468,378.5117773728652,road_272791_0_r,road_274604_0_r,road_272791_0_r,road_274604_0_r
joint:hk_hh_1970393:hk_person_05328863:0,hk_hh_1970393,existing_car_leg_detour_screen,true,hk_person_05328863,0,hk_person_05328861,1,hk_vehicle_0379280,28527.0,27439.0,-1088.0,2.279511167716658,14824.99052229326,road_58385_0_f,road_61778_0_f,road_58385_0_f,road_97146_0_r
joint:hk_hh_1970701:hk_person_05329699:0,hk_hh_1970701,existing_car_leg_detour_screen,true,hk_person_05329699,0,hk_person_05329697,1,hk_vehicle_0379330,26307.0,27481.0,1174.0,100.9845818826484,21532.735427459906,road_57859_0_f,road_56967_0_r,road_57859_0_f,road_100177_0_f
joint:hk_hh_1970849:hk_person_05330108:0,hk_hh_1970849,legacy_complete_direct_pair,false,hk_person_05330108,0,hk_person_05330106,1,hk_vehicle_0379351,29768.0,29777.0,9.0,5.769488428571917,31.202831273740806,road_59702_0_r,road_165496_0_f,road_59702_0_r,road_165496_0_f
joint:hk_hh_1970849:hk_person_05330108:1,hk_hh_1970849,legacy_complete_direct_pair,false,hk_person_05330108,1,hk_person_05330106,10,hk_vehicle_0379351,57576.0,57624.0,48.0,31.202831273740806,5.769488428571917,road_165496_0_f,road_59702_0_r,road_165496_0_f,road_59702_0_r
joint:hk_hh_1992653:hk_person_05388899:0,hk_hh_1992653,legacy_complete_direct_pair,false,hk_person_05388899,0,hk_person_05388898,1,hk_vehicle_0383113,27414.0,27423.0,9.0,5.798029166913521,53.35108570311917,road_59315_0_f,road_62787_0_r,road_59315_0_f,road_62787_0_r
joint:hk_hh_1992653:hk_person_05388899:1,hk_hh_1992653,legacy_complete_direct_pair,false,hk_person_05388899,1,hk_person_05388898,10,hk_vehicle_0383113,54099.0,54182.0,83.0,53.35108570311917,5.798029166913521,road_62787_0_r,road_59315_0_f,road_62787_0_r,road_59315_0_f
joint:hk_hh_2000300:hk_person_05410377:0,hk_hh_2000300,existing_car_leg_detour_screen,true,hk_person_05410377,0,hk_person_05410374,1,hk_vehicle_0384335,28493.0,28911.0,418.0,48.88402602075335,16647.037589657317,road_165124_0_r,road_57446_0_r,road_165124_0_r,road_107668_0_f
joint:hk_hh_2014942:hk_person_05451812:0,hk_hh_2014942,existing_car_leg_detour_screen,true,hk_person_05451812,0,hk_person_05451810,1,hk_vehicle_0387703,25935.0,27538.0,1603.0,118.63318784388709,15533.283364946397,road_60753_0_f,road_276392_0_f,road_60753_0_f,road_61459_0_f
joint:hk_hh_2024896:hk_person_05478611:0,hk_hh_2024896,existing_car_leg_detour_screen,true,hk_person_05478611,0,hk_person_05478609,1,hk_vehicle_0389029,27675.0,28179.0,504.0,36.149049005551284,15645.617088953722,road_58517_0_f,road_272364_0_f,road_58517_0_f,road_4390_0_r
joint:hk_hh_2034858:hk_person_05506655:0,hk_hh_2034858,legacy_complete_direct_pair,false,hk_person_05506655,0,hk_person_05506654,1,hk_vehicle_0392596,28297.0,28356.0,59.0,38.4146773182371,25.64428965990855,road_93263_0_r,road_95512_0_f,road_93263_0_r,road_95512_0_f
joint:hk_hh_2034858:hk_person_05506655:1,hk_hh_2034858,legacy_complete_direct_pair,false,hk_person_05506655,1,hk_person_05506654,10,hk_vehicle_0392596,58000.0,58040.0,40.0,25.64428965990855,38.4146773182371,road_95512_0_f,road_93263_0_r,road_95512_0_f,road_93263_0_r
joint:hk_hh_2036509:hk_person_05511277:0,hk_hh_2036509,legacy_complete_direct_pair,false,hk_person_05511277,0,hk_person_05511276,1,hk_vehicle_0393187,27533.0,27585.0,52.0,33.4586732703712,87.07496752223963,road_280044_0_r,road_100895_0_f,road_280044_0_r,road_100895_0_f
joint:hk_hh_2036509:hk_person_05511277:1,hk_hh_2036509,legacy_complete_direct_pair,false,hk_person_05511277,1,hk_person_05511276,10,hk_vehicle_0393187,56635.0,56770.0,135.0,87.07496752223963,33.4586732703712,road_100895_0_f,road_280044_0_r,road_100895_0_f,road_280044_0_r
joint:hk_hh_2043602:hk_person_05528323:0,hk_hh_2043602,legacy_complete_direct_pair,false,hk_person_05528323,0,hk_person_05528322,1,hk_vehicle_0393901,26618.0,26808.0,190.0,122.16053292308928,16.493845560253707,road_57437_0_f,road_102150_0_r,road_57437_0_f,road_102150_0_r
joint:hk_hh_2043602:hk_person_05528323:1,hk_hh_2043602,legacy_complete_direct_pair,false,hk_person_05528323,1,hk_person_05528322,10,hk_vehicle_0393901,57818.0,57843.0,25.0,16.493845560253707,122.16053292308928,road_102150_0_r,road_57437_0_f,road_102150_0_r,road_57437_0_f
joint:hk_hh_2047170:hk_person_05537571:0,hk_hh_2047170,existing_car_leg_detour_screen,true,hk_person_05537571,0,hk_person_05537570,1,hk_vehicle_0394520,28167.0,26864.0,-1303.0,105.75090324901825,21307.751413137023,road_59902_0_r,road_58381_0_r,road_59902_0_r,road_164242_0_f
